商品,日期,今值,预测值,前值
美国谘商会消费者信心指数,1970-01-01,126.0,,
美国谘商会消费者信心指数,1970-02-01,126.0,,126.0
美国谘商会消费者信心指数,1970-03-01,101.7,,126.0
美国谘商会消费者信心指数,1970-04-01,101.7,,101.7
美国谘商会消费者信心指数,1970-05-01,98.0,,101.7
美国谘商会消费者信心指数,1970-06-01,98.0,,98.0
美国谘商会消费者信心指数,1970-07-01,88.1,,98.0
美国谘商会消费者信心指数,1970-08-01,88.1,,88.1
美国谘商会消费者信心指数,1970-09-01,91.0,,88.1
美国谘商会消费者信心指数,1970-10-01,91.0,,91.0
美国谘商会消费者信心指数,1970-11-01,83.2,,91.0
美国谘商会消费者信心指数,1970-12-01,83.2,,83.2
美国谘商会消费者信心指数,1971-01-01,75.7,,83.2
美国谘商会消费者信心指数,1971-02-01,75.7,,75.7
美国谘商会消费者信心指数,1971-03-01,77.4,,75.7
美国谘商会消费者信心指数,1971-04-01,77.4,,77.4
美国谘商会消费者信心指数,1971-05-01,75.2,,77.4
美国谘商会消费者信心指数,1971-06-01,75.2,,75.2
美国谘商会消费者信心指数,1971-07-01,82.3,,75.2
美国谘商会消费者信心指数,1971-08-01,82.3,,82.3
美国谘商会消费者信心指数,1971-09-01,82.1,,82.3
美国谘商会消费者信心指数,1971-10-01,82.1,,82.1
美国谘商会消费者信心指数,1971-11-01,80.3,,82.1
美国谘商会消费者信心指数,1971-12-01,80.3,,80.3
美国谘商会消费者信心指数,1972-01-01,85.0,,80.3
美国谘商会消费者信心指数,1972-02-01,85.0,,85.0
美国谘商会消费者信心指数,1972-03-01,93.6,,85.0
美国谘商会消费者信心指数,1972-04-01,93.6,,93.6
美国谘商会消费者信心指数,1972-05-01,95.1,,93.6
美国谘商会消费者信心指数,1972-06-01,95.1,,95.1
美国谘商会消费者信心指数,1972-07-01,98.9,,95.1
美国谘商会消费者信心指数,1972-08-01,98.9,,98.9
美国谘商会消费者信心指数,1972-09-01,104.1,,98.9
