时间,前值,现值,发布日期
2008年01月,,5.5,2008-01-15
2008年02月,5.5,5.25,2008-02-15
2008年03月,5.25,5.25,2008-03-15
2008年04月,5.25,5.0,2008-04-15
2008年05月,5.0,5.0,2008-05-15
2008年06月,5.0,5.0,2008-06-15
2008年07月,5.0,5.0,2008-07-15
2008年08月,5.0,5.0,2008-08-15
2008年09月,5.0,5.0,2008-09-15
2008年11月,5.0,3.0,2008-11-15
2008年12月,3.0,2.0,2008-12-15
2009年01月,2.0,1.5,2009-01-15
2009年02月,1.5,1.0,2009-02-15
2009年03月,1.0,0.5,2009-03-15
2009年04月,0.5,0.5,2009-04-15
2009年05月,0.5,0.5,2009-05-15
2009年06月,0.5,0.5,2009-06-15
2009年07月,0.5,0.5,2009-07-15
2009年08月,0.5,0.5,2009-08-15
2009年09月,0.5,0.5,2009-09-15
2009年10月,0.5,0.5,2009-10-15
2009年11月,0.5,0.5,2009-11-15
2010年01月,0.5,0.5,2010-01-15
2010年02月,0.5,0.5,2010-02-15
2010年03月,0.5,0.5,2010-03-15
2010年04月,0.5,0.5,2010-04-15
2010年05月,0.5,0.5,2010-05-15
2010年06月,0.5,0.5,2010-06-15
2010年07月,0.5,0.5,2010-07-15
2010年08月,0.5,0.5,2010-08-15
2010年09月,0.5,0.5,2010-09-15
2010年10月,0.5,0.5,2010-10-15
2010年11月,0.5,0.5,2010-11-15
2010年12月,0.5,0.5,2010-12-15
2011年01月,0.5,0.5,2011-01-15
2011年02月,0.5,0.5,2011-02-15
2011年03月,0.5,0.5,2011-03-15
2011年04月,0.5,0.5,2011-04-15
2011年05月,0.5,0.5,2011-05-15
2011年06月,0.5,0.5,2011-06-15
2011年07月,0.5,0.5,2011-07-15
2011年08月,0.5,0.5,2011-08-15
2011年09月,0.5,0.5,2011-09-15
2011年10月,0.5,0.5,2011-10-15
2011年11月,0.5,0.5,2011-11-15
2011年12月,0.5,0.5,2011-12-15
2012年01月,0.5,0.5,2012-01-15
2012年02月,0.5,0.5,2012-02-15
2012年03月,0.5,0.5,2012-03-15
2012年04月,0.5,0.5,2012-04-15
2012年05月,0.5,0.5,2012-05-15
2012年06月,0.5,0.5,2012-06-15
2012年07月,0.5,0.5,2012-07-15
2012年08月,0.5,0.5,2012-08-15
2012年09月,0.5,0.5,2012-09-15
2012年10月,0.5,0.5,2012-10-15
2012年11月,0.5,0.5,2012-11-15
2012年12月,0.5,0.5,2012-12-15
2013年01月,0.5,0.5,2013-01-15
2013年02月,0.5,0.5,2013-02-15
2013年03月,0.5,0.5,2013-03-15
2013年04月,0.5,0.5,2013-04-15
2013年05月,0.5,0.5,2013-05-15
2013年06月,0.5,0.5,2013-06-15
2013年07月,0.5,0.5,2013-07-15
2013年08月,0.5,0.5,2013-08-15
2013年09月,0.5,0.5,2013-09-15
2013年10月,0.5,0.5,2013-10-15
2013年11月,0.5,0.5,2013-11-15
2013年12月,0.5,0.5,2013-12-15
2014年01月,0.5,0.5,2014-01-15
2014年02月,0.5,0.5,2014-02-15
2014年03月,0.5,0.5,2014-03-15
2014年04月,0.5,0.5,2014-04-15
2014年05月,0.5,0.5,2014-05-15
2014年06月,0.5,0.5,2014-06-15
2014年07月,0.5,0.5,2014-07-15
2014年08月,0.5,0.5,2014-08-15
2014年09月,0.5,0.5,2014-09-15
2014年10月,0.5,0.5,2014-10-15
2014年11月,0.5,0.5,2014-11-14
2014年12月,0.5,0.5,2014-12-15
2015年01月,0.5,0.5,2015-01-15
2015年02月,0.5,0.5,2015-02-15
2015年03月,0.5,0.5,2015-03-15
2015年04月,0.5,0.5,2015-04-15
2015年05月,0.5,0.5,2015-05-12
2015年06月,0.5,0.5,2015-06-05
2015年07月,0.5,0.5,2015-07-09
2015年08月,0.5,0.5,2015-08-06
2015年09月,0.5,0.5,2015-09-10
2015年10月,0.5,0.5,2015-10-08
2015年11月,0.5,0.5,2015-11-05
2015年12月,0.5,0.5,2015-12-10
2016年01月,0.5,0.5,2016-01-14
2016年02月,0.5,0.5,2016-02-04
2016年03月,0.5,0.5,2016-03-17
2016年04月,0.5,0.5,2016-04-14
2016年05月,0.5,0.5,2016-05-12
2016年06月,0.5,0.5,2016-06-16
