基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的
华夏成长证券投资基金,华夏成长混合,000001（前端）、000002（后端）,混合型-灵活,2001年11月28日,2001年12月18日 / 32.368亿份,26.44亿元（截止至：2026年03月31日）,25.9234亿份（截止至：2026年03月31日）,华夏基金,建设银行,郑晓辉、刘睿聪,每份累计2.57元（25次）,1.20%（每年）,0.20%（每年）,---（每年）,1.00%（前端）,该基金暂未披露业绩比较基准,该基金无跟踪标的
