时间,前值,现值,发布日期
2015第4季度,-0.3,-1.3,2016-01-08
2016第4季度,-1.3,0.0,2017-01-05
2017第4季度,0.0,0.8,2018-01-08
2018第4季度,0.8,0.7,2019-01-09
2014第4季度,0.1,-0.3,2019-01-09
2019第4季度,0.7,0.2,2020-01-07
2020第4季度,0.2,-0.8,2021-01-05
2021第4季度,-0.8,1.5,2022-01-04
2022第4季度,1.5,2.8,2023-01-04
2023第4季度,2.8,1.7,2024-01-08
2024第4季度,1.7,0.6,2025-01-07
2025第4季度,0.6,0.1,2026-01-08
2013第4季度,-0.4,0.1,
2012第4季度,-0.7,-0.4,
2011第4季度,0.5,-0.7,
2010第4季度,0.3,0.5,
2009第4季度,0.7,0.3,
2008第4季度,2.0,0.7,
2007第4季度,,2.0,
