选项,指标,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19911231,19901231,19891231
常用指标,归母净利润,42633000000.0,38339000000.0,24870000000.0,14096000000.0,44508000000.0,39729000000.0,25879000000.0,14932000000.0,46455000000.0,39635000000.0,25387000000.0,14602000000.0,45516000000.0,36659000000.0,22088000000.0,12850000000.0,36336000000.0,29135000000.0,17583000000.0,10132000000.0,28928000000.0,22398000000.0,13678000000.0,8548000000.0,28195000000.0,23621000000.0,15403000000.0,7446000000.0,24818000000.0,20456000000.0,13372000000.0,6595000000.0,23189000000.0,19153000000.0,12554000000.0,6214000000.0,22599000000.0,18719000000.0,12292000000.0,6086000000.0,21865000000.0,17740000000.0,11585000000.0,5629000000.0,19802000000.0,15694000000.0,10072000000.0,5054000000.0,15231000000.0,11696000000.0,7531000000.0,3589000000.0,13403000000.0,10237000000.0,6761000000.0,3429000000.0,10278631000.0,7687182000.0,4731138000.0,2402199000.0,6246537000.0,4718212000.0,3033119000.0,1578118000.0,5030729000.0,3637419000.0,2311388000.0,1122077000.0,614035000.0,3316994000.0,2143834000.0,1004182000.0,2649903000.0,1873617000.0,1123983000.0,535084000.0,1411947000.0,972338000.0,517856000.0,233183546.0,311007640.0,299910150.0,167880968.0,149857853.0,294569669.0,338353177.0,217035809.0,157542028.0,425072719.0,314953470.0,270340697.0,153313141.0,312744863.0,366428251.0,314141342.0,183951144.0,402360428.0,365081211.0,223211685.0,138828436.0,462975563.0,139814742.0,223539210.0,240918601.0,764339190.6,378013127.52,513636432.11,447133185.35,787479009.34,364226822.04,435129069.51,216501117.68,356328024.05,207906261.8,273311145.21,137466312.91,172110000.0,84066087.06,112650000.0,70875000.0,43020000.0
常用指标,营业总收入,131442000000.0,100668000000.0,69385000000.0,33709000000.0,146695000000.0,111582000000.0,77132000000.0,38770000000.0,164699000000.0,127634000000.0,88610000000.0,45098000000.0,179895000000.0,138265000000.0,92022000000.0,46207000000.0,169383000000.0,127190000000.0,84680000000.0,41788000000.0,153542000000.0,116564000000.0,78328000000.0,37926000000.0,137958000000.0,102958000000.0,67829000000.0,32476000000.0,116716000000.0,86664000000.0,57241000000.0,28026000000.0,105786000000.0,79832000000.0,54069000000.0,27726000000.0,107715000000.0,81968000000.0,54769000000.0,27532000000.0,96163000000.0,71152000000.0,46575000000.0,20671000000.0,73407000000.0,54651000000.0,34733000000.0,16100000000.0,52189000000.0,37345000000.0,23426000000.0,10802000000.0,39749000000.0,29531000000.0,19626000000.0,9724000000.0,29643061000.0,20701401000.0,12137267000.0,5815038000.0,17971773000.0,13136980000.0,8496111000.0,4084252000.0,15114440000.0,11113953000.0,7490850000.0,3760604000.0,14513119000.0,10741406000.0,7115253000.0,3553270000.0,10807502000.0,7767194000.0,4890715000.0,2352663000.0,7817873000.0,5584670000.0,3453173000.0,1596766603.0,5450550760.0,4038677809.0,2641132309.0,1582355547.0,7011397426.0,5138549473.0,3374884805.0,1557114554.0,5173971868.0,3392987219.0,2267310187.0,1088629979.0,4838010320.0,3461216306.0,2117569756.0,914234338.0,3593941360.0,2201748496.0,1384290539.0,652154324.0,1812893483.0,636736954.0,1344088943.0,603164940.0,1776851874.54,787066501.39,1566283514.6,717463802.29,1440839544.04,658663461.71,935491161.79,416372536.57,669393689.74,301864514.32,409704923.43,266495547.41,220898012.97,205248509.54,146460000.0,,
常用指标,营业成本,39467000000.0,28582000000.0,19833000000.0,9369000000.0,42061000000.0,31699000000.0,21892000000.0,10820000000.0,47677000000.0,35173000000.0,24312000000.0,12265000000.0,51114000000.0,37810000000.0,25216000000.0,12544000000.0,49581000000.0,36599000000.0,23980000000.0,12162000000.0,46215000000.0,33251000000.0,22178000000.0,11000000000.0,42142000000.0,31249000000.0,20588000000.0,9924000000.0,36540000000.0,26428000000.0,17541000000.0,8771000000.0,32638000000.0,22013000000.0,13889000000.0,7050000000.0,31418000000.0,25808000000.0,18613000000.0,9968000000.0,67268000000.0,47847000000.0,31308000000.0,13224000000.0,47161000000.0,33880000000.0,21388000000.0,9388000000.0,32234000000.0,22038000000.0,13532000000.0,6085000000.0,22206000000.0,16172000000.0,10789000000.0,5259000000.0,16510360000.0,10882540000.0,6090059000.0,2755081000.0,10171825000.0,7239578000.0,4691283000.0,2089101000.0,8955313000.0,6587504000.0,4569321000.0,2246970000.0,13709693000.0,6377202000.0,4274257000.0,2176920000.0,7085560000.0,4990767000.0,3208940000.0,1534111000.0,3790617000.0,2693473000.0,1724112000.0,789166181.0,3013733260.0,1794303950.0,1346897602.0,1029844602.0,4750503978.0,3318806303.0,2213220178.0,993168709.0,3381816585.0,2113050011.0,1389591568.0,650028133.0,3097534017.0,2035086853.0,1279907272.0,489611047.0,2035715964.0,1174284389.0,768024073.0,283650227.0,1302838256.0,481423369.0,1070282071.0,420400314.0,953809466.64,416384798.69,1211215665.46,347968767.17,629448833.32,265423716.2,443595439.83,178601293.58,316362101.92,99154582.93,114555540.9,,,,,,
常用指标,净利润,42633000000.0,38339000000.0,24870000000.0,14096000000.0,44508000000.0,39729000000.0,25879000000.0,14932000000.0,46455000000.0,39635000000.0,25387000000.0,14602000000.0,45516000000.0,36659000000.0,22088000000.0,12850000000.0,36336000000.0,29135000000.0,17583000000.0,10132000000.0,28928000000.0,22398000000.0,13678000000.0,8548000000.0,28195000000.0,23621000000.0,15403000000.0,7446000000.0,24818000000.0,20456000000.0,13372000000.0,6595000000.0,23189000000.0,19153000000.0,12554000000.0,6214000000.0,22599000000.0,18719000000.0,12292000000.0,6086000000.0,21865000000.0,17740000000.0,11585000000.0,5629000000.0,19802000000.0,15694000000.0,10072000000.0,5054000000.0,15231000000.0,11696000000.0,7531000000.0,3589000000.0,13512000000.0,10346000000.0,6870000000.0,3495000000.0,10390491000.0,7745077000.0,4731138000.0,2402199000.0,6246537000.0,4718212000.0,3033119000.0,1578118000.0,5030729000.0,3637419000.0,2311388000.0,1122077000.0,614035000.0,3316994000.0,2143834000.0,1004182000.0,2649903000.0,1873617000.0,1123983000.0,535084000.0,1411947000.0,972338000.0,517856000.0,233183546.0,311007640.0,299910150.0,167880968.0,149857853.0,294569669.0,338353177.0,217035809.0,157542028.0,425072719.0,314953470.0,270340697.0,153313141.0,312744863.0,366428251.0,314141342.0,183951144.0,402360428.0,365081211.0,223211685.0,138828436.0,462975563.0,139814742.0,223539210.0,240918601.0,764240114.2,377904880.68,513548184.38,447041518.46,787300629.68,364123417.35,435059720.65,216501117.68,356328024.05,207906261.8,273311145.21,137466312.91,172110000.0,84066087.06,112650000.0,70875000.0,43020000.0
常用指标,扣非净利润,42624000000.0,38269000000.0,24930000000.0,14043000000.0,44838000000.0,39748000000.0,25880000000.0,14906000000.0,46431000000.0,39568000000.0,25216000000.0,14469000000.0,45407000000.0,36597000000.0,22042000000.0,12873000000.0,36230000000.0,28992000000.0,17511000000.0,10111000000.0,28840000000.0,22316000000.0,13586000000.0,8506000000.0,28086000000.0,23527000000.0,15316000000.0,7422000000.0,24700000000.0,20347000000.0,13326000000.0,6555000000.0,23162000000.0,19130000000.0,12512000000.0,6212000000.0,22606000000.0,18707000000.0,12294000000.0,6075000000.0,21902000000.0,17754000000.0,11591000000.0,5637000000.0,19841000000.0,15711000000.0,10085000000.0,5065000000.0,15166000000.0,11637000000.0,7522000000.0,3588000000.0,13385220000.0,10187381000.0,6729261000.0,3420212000.0,10179272000.0,7603896000.0,4718078000.0,2395044000.0,6143737000.0,4655845000.0,2976554000.0,1576599000.0,4939571000.0,3637403736.0,2306374000.0,1122075103.0,623941000.0,3317034619.0,2156403000.0,1001924000.0,2607545000.0,1867054000.0,1117056000.0,532363830.0,1343229000.0,822074485.0,416960920.0,221258411.0,334702080.0,298643113.0,146243854.0,153319522.0,326788436.0,404387528.0,255925737.0,214791857.0,,,270340697.0,147624567.0,444943105.0,-909433.0,319726374.0,,405153344.0,,2263464034.6,,,,,,,,,,,,,,,,,,,,,,
常用指标,股东权益合计(净资产),551184000000.0,517930000000.0,510062000000.0,506112000000.0,494842000000.0,490469000000.0,481869000000.0,485576000000.0,472328000000.0,465860000000.0,452073000000.0,446745000000.0,434680000000.0,425384000000.0,412098000000.0,406175000000.0,395448000000.0,388858000000.0,377193000000.0,372617000000.0,364131000000.0,358771000000.0,351397000000.0,352355000000.0,312983000000.0,288073000000.0,256603000000.0,250938000000.0,240042000000.0,235231000000.0,228141000000.0,223391000000.0,222054000000.0,218111000000.0,211454000000.0,207739000000.0,202171000000.0,198228000000.0,191700000000.0,187569000000.0,161500000000.0,157136000000.0,150880000000.0,136704000000.0,130949000000.0,126736000000.0,120940000000.0,117300000000.0,112081000000.0,94913000000.0,91542000000.0,88759000000.0,84799000000.0,81725885000.0,79822610000.0,78957423000.0,75380584000.0,71686264000.0,38152395000.0,35950071000.0,33197535000.0,32144135000.0,30421108000.0,22109826000.0,20469609000.0,19088435000.0,17987392000.0,17072129000.0,16400790000.0,18374663000.0,16943299000.0,14041384000.0,13006063000.0,8363553000.0,7698478000.0,7106094008.0,6597040000.0,6053954537.0,5592040342.0,5264133013.0,5054410625.0,5014966149.0,4892149080.0,4838788700.0,4734314280.0,4372121649.0,4250804278.0,4178708817.0,4394888985.0,3981889459.0,4330235877.0,3921232089.0,3940414628.0,4058193609.0,3941855987.0,3811916150.0,3627668792.0,,4961824149.0,3627668792.0,3517551493.0,3078512556.0,1141603885.0,3917549280.51,3676363240.27,3776974030.72,2917252481.63,2982467398.68,2539686884.06,2324894800.51,1960538933.2,1868326338.06,1530512364.92,1512913477.29,4208817338.3,,545662197.55,,577960000.0,236510000.0,144060000.0
常用指标,商誉,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568000000.0,7568304000.0,7568304000.0,7568304000.0,7568304000.0,7568304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,315858000000.0,71783000000.0,174682000000.0,162946000000.0,63336000000.0,137158000000.0,113722000000.0,-21382000000.0,92461000000.0,115930000000.0,44241000000.0,109156000000.0,134572000000.0,92518000000.0,150483000000.0,147127000000.0,-192733000000.0,-125808000000.0,-115972000000.0,-11553000000.0,-16161000000.0,30698000000.0,-25666000000.0,18006000000.0,-40025000000.0,84480000000.0,26432000000.0,53184000000.0,-57323000000.0,-11310000000.0,7455000000.0,41442000000.0,-118780000000.0,-157987000000.0,-128180000000.0,-115008000000.0,10989000000.0,-152942000000.0,-33198000000.0,59268000000.0,-1826000000.0,91985000000.0,182522000000.0,11495000000.0,25321000000.0,-5109000000.0,53424000000.0,60097000000.0,91674000000.0,100823000000.0,28800000000.0,14119000000.0,185838000000.0,82783000000.0,144030000000.0,76828000000.0,-14439373000.0,17883161000.0,31613008000.0,21346550000.0,22045723000.0,10579792000.0,-3033438000.0,8609637000.0,32193611000.0,-257833000.0,3844868000.0,2706389000.0,24342611000.0,39545668000.0,9286973000.0,3826091000.0,17051576000.0,20584237000.0,13170709000.0,3719364000.0,11505541000.0,6253524904.0,1264445000.0,13663330688.0,-4285584486.0,-3963236835.0,-1361021085.0,-1911062663.0,7049511891.0,-4131563698.0,-2889316053.0,3102873342.0,-1668811824.0,-7352046023.0,-3878342038.0,-8915307528.0,8544036326.0,,-10374506976.0,,14642136825.0,,1230181214.0,,1591065227.0,177247620.0,4599515628.0,-1490612209.0,2291097842.55,1581555701.23,,,,,,,,,,,,,,,
常用指标,基本每股收益,2.07,1.87,1.18,0.62,2.15,1.94,1.23,0.66,2.25,1.94,1.2,0.65,2.2,1.78,1.03,0.56,1.73,1.4,0.8,0.42,1.4,1.11,0.66,0.4,1.54,1.32,0.85,0.38,1.39,1.14,0.73,0.33,1.3,1.06,0.68,0.31,1.32,1.09,0.72,0.35,1.3,1.06,0.7,0.41,1.44,1.14,0.73,0.37,1.55,1.19,0.77,0.44,1.64,1.25,0.82,0.67,2.47,2.01,1.36,0.69,1.9,,0.98,,1.62,1.17,0.74,0.36,0.2,1.42,0.93,0.44,1.27,0.9,0.54,0.27,0.68,,0.25,,0.18,,0.08,0.08,0.17,,0.15,,0.16,,0.14,,0.22,,0.16,,0.21,,0.115,,0.32,,,,,0.243,,0.43,0.76,0.35,,0.5,0.86,,1.06,,,,,,
