时间,前值,现值,发布日期
2008年01月,98.3,97.9,2008-01-25
2008年02月,97.9,97.8,2008-02-25
2008年03月,97.8,97.9,2008-03-25
2008年04月,97.9,97.1,2008-04-25
2008年05月,97.1,96.6,2008-05-25
2008年06月,96.6,95.4,2008-06-25
2008年07月,95.4,92.6,2008-07-25
2008年08月,92.6,91.4,2008-08-25
2008年09月,91.4,90.9,2008-09-25
2008年10月,90.9,86.8,2008-10-25
2008年11月,86.8,84.3,2008-11-25
2008年12月,84.3,80.8,2008-12-25
2009年01月,80.8,81.7,2009-01-25
2009年02月,81.7,81.1,2009-02-25
2009年03月,81.1,79.9,2009-03-25
2009年04月,79.9,81.5,2009-04-25
2009年05月,81.5,81.8,2009-05-25
2009年06月,81.8,83.9,2009-06-25
2009年07月,83.9,85.1,2009-07-25
2009年08月,85.1,87.4,2009-08-25
2009年09月,87.4,89.2,2009-09-25
2009年10月,89.2,89.3,2009-10-25
2009年11月,89.3,90.7,2009-11-25
2009年12月,90.7,90.9,2009-12-25
2010年01月,90.9,90.6,2010-01-25
2010年02月,90.6,90.4,2010-02-25
2010年03月,90.4,92.0,2010-03-25
2010年04月,92.0,95.1,2010-04-25
2010年05月,95.1,95.3,2010-05-25
2010年06月,95.3,96.0,2010-06-25
2010年07月,96.0,98.7,2010-07-25
2010年08月,98.7,99.7,2010-08-25
2010年09月,99.7,100.1,2010-09-25
2010年10月,100.1,101.7,2010-10-25
2010年11月,101.7,103.3,2010-11-25
2010年12月,103.3,102.9,2010-12-25
2011年01月,102.9,101.6,2011-01-25
2011年02月,101.6,102.3,2011-02-25
2011年03月,102.3,102.0,2011-03-25
2011年04月,102.0,102.2,2011-04-25
2011年05月,102.2,102.3,2011-05-25
2011年06月,102.3,101.7,2011-06-25
2011年07月,101.7,102.4,2011-07-25
2011年08月,102.4,99.5,2011-08-25
2011年09月,99.5,97.9,2011-09-25
2011年10月,97.9,97.6,2011-10-25
2011年11月,97.6,97.8,2011-11-25
2011年12月,97.8,97.8,2011-12-25
2012年01月,97.8,98.2,2012-01-25
2012年02月,98.2,99.0,2012-02-25
2012年03月,99.0,99.3,2012-03-25
2012年04月,99.3,99.7,2012-04-25
2012年05月,99.7,98.7,2012-05-25
2012年06月,98.7,96.9,2012-06-25
2012年07月,96.9,95.5,2012-07-25
2012年08月,95.5,94.9,2012-08-25
2012年09月,94.9,94.3,2012-09-25
2012年10月,94.3,94.7,2012-10-25
2012年11月,94.7,93.9,2012-11-25
2012年12月,93.9,95.3,2012-12-25
2013年01月,95.3,96.6,2013-01-25
2013年02月,96.6,97.4,2013-02-25
2013年03月,97.4,97.8,2013-03-25
2013年04月,97.8,96.0,2013-04-25
2013年05月,96.0,96.9,2013-05-25
2013年06月,96.9,96.5,2013-06-25
2013年07月,96.5,98.0,2013-07-25
2013年08月,98.0,98.7,2013-08-25
2013年09月,98.7,98.9,2013-09-25
2013年10月,98.9,98.6,2013-10-25
2013年11月,98.6,99.4,2013-11-25
2013年12月,99.4,100.1,2013-12-25
2014年01月,100.1,101.1,2014-01-25
2014年02月,101.1,101.2,2014-02-25
2014年03月,101.2,101.2,2014-03-25
2014年04月,101.2,102.0,2014-04-25
2014年05月,102.0,100.4,2014-05-25
2014年06月,100.4,99.8,2014-06-25
2014年07月,99.8,99.7,2014-07-25
2014年08月,99.7,98.4,2014-08-25
2014年09月,98.4,97.6,2014-09-25
2014年10月,97.6,96.2,2014-10-27
2014年11月,96.2,95.9,2014-11-25
2014年12月,95.9,98.1,2014-12-23
2015年01月,98.1,98.8,2015-01-26
2015年02月,98.8,98.7,2015-02-25
2015年03月,98.7,99.2,2015-03-25
2015年04月,99.2,100.3,2015-04-24
2015年05月,100.3,100.5,2015-05-22
2015年06月,100.5,100.2,2015-06-24
2015年07月,100.2,99.8,2015-07-27
2015年08月,99.8,100.8,2015-08-25
2015年09月,100.8,99.9,2015-09-24
2015年10月,99.9,100.5,2015-10-26
2015年11月,100.5,100.8,2015-11-24
2015年12月,100.8,100.6,2015-12-17
2016年01月,100.6,99.7,2016-01-25
2016年02月,99.7,98.7,2016-02-23
2016年03月,98.7,99.3,2016-03-22
2016年04月,99.3,100.3,2016-04-25
