日期,最新值,涨跌幅,近3月涨跌幅,近6月涨跌幅,近1年涨跌幅,近2年涨跌幅,近3年涨跌幅
2006-09-08,101.34,,,,,,
2006-09-15,102.94,1.5788435,,,,,
2006-09-22,103.34,0.38857587,,,,,
2006-09-29,103.21,-0.12579834,,,,,
2006-10-06,103.06,-0.14533475,,,,,
2006-10-13,102.03,-0.99941781,,,,,
2006-10-20,102.38,0.34303636,,,,,
2006-10-27,102.02,-0.35163118,,,,,
2006-11-03,102.55,0.51950598,,,,,
2006-11-10,102.28,-0.2632862,,,,,
2006-11-17,102.91,0.6159562,,,,,
2006-11-24,103.0,0.08745506,,,,,
2006-12-01,102.13,-0.84466019,,,,,
2006-12-08,101.41,-0.70498384,0.0690744,,,,
2006-12-15,101.54,0.12819249,-1.36001554,,,,
2006-12-22,102.52,0.96513689,-0.79349719,,,,
2006-12-29,103.33,0.79008974,0.1162678,,,,
2007-01-05,93.22,-9.78418659,-9.67929464,,,,
2007-01-12,96.84,3.88328685,-6.03531923,,,,
2007-01-19,93.17,-3.7897563,-8.68372047,,,,
2007-01-26,93.54,0.39712354,-8.63449893,,,,
2007-02-02,94.58,1.11182382,-7.29268771,,,,
2007-02-09,93.84,-0.78240643,-8.49341784,,,,
2007-03-09,95.05,1.28942882,-6.27157085,-6.2068285,,,
2007-03-16,98.7,3.84008417,-2.79692732,-4.11890422,,,
2007-03-23,98.07,-0.63829787,-4.34061647,-5.09967099,,,
2007-03-30,97.11,-0.97889263,-6.01954902,-5.91028001,,,
2007-04-06,97.12,0.0102976,4.18365158,-5.76363284,,,
2007-04-13,97.03,-0.09266886,0.19619992,-4.90051946,,,
2007-04-20,97.2,0.17520355,4.32542664,-5.05958195,,,
2007-04-27,98.11,0.93621399,4.88561043,-3.83258185,,,
2007-05-04,98.12,0.01019264,3.74286318,-4.31984398,,,
2007-05-11,97.29,-0.84590298,3.67647059,-4.87876418,,,
2007-05-18,97.27,-0.0205571,3.65515772,-5.48051696,,,
2007-05-25,97.04,-0.23645523,3.41005968,-5.78640777,,,
2007-06-01,96.64,-0.41220115,2.98380222,-5.37550181,,,
2007-06-08,97.06,0.43460265,3.43137255,-4.2895178,,,
2007-06-15,97.2,0.14424068,2.26196739,-4.27417766,,,
2007-06-22,97.74,0.55555556,-0.97264438,-4.66250488,,,
2007-06-29,97.49,-0.25578064,-0.5914143,-5.65179522,,,
2007-07-06,98.26,0.7898246,1.1738056,5.40656511,,,
2007-07-13,98.47,0.21371871,1.48407709,1.68318876,,,
2007-07-20,98.29,-0.18279679,1.12139918,5.49533112,,,
2007-07-27,97.95,-0.34591515,-0.16308225,4.71456062,,,
2007-08-03,98.47,0.5308831,0.36693507,4.11292028,,,
2007-08-10,97.76,-0.72103179,-0.36689768,4.1773231,,,
2007-08-17,96.41,-1.3809329,-0.90451228,2.73870418,,,
2007-08-24,96.83,0.43563946,-0.45234913,3.18627451,,,
2007-08-31,96.52,-0.32014871,-0.5358615,2.85592498,,,
2007-09-07,96.37,-0.15540821,-0.27938742,2.69607843,,,
2007-09-14,96.97,0.62260039,-0.09272615,2.01998948,-4.3122163,,
2007-09-21,96.03,-0.96937197,-1.2037037,-2.70516717,-6.71264814,,
2007-09-28,97.61,1.64531917,-0.13300593,-0.46905272,-5.54480356,,
2007-10-05,96.61,-1.0244852,-0.90265668,-0.51488003,-6.39472919,,
2007-10-12,95.77,-0.86947521,-2.53409322,-1.39003295,-7.07354939,,
2007-10-19,95.7,-0.07309178,-2.8130395,-1.37071009,-6.20405763,,
2007-10-26,96.66,1.0031348,-1.65835792,-0.55555556,-5.58702872,,
2007-11-02,96.13,-0.54831368,-1.85809086,-2.0181429,-5.77337777,,
2007-11-09,95.47,-0.68657027,-3.04661318,-2.70077456,-6.90394929,,
2007-11-16,95.01,-0.48182675,-2.81301146,-2.3435091,-7.10793899,,
2007-11-23,95.38,0.38943269,-1.06835391,-1.94304513,-7.31707317,,
2007-11-30,96.96,1.65653177,0.45586407,-0.08244023,-5.86407767,,
2007-12-07,96.53,-0.44348185,0.16602677,-0.1138245,-5.48320768,,
2007-12-14,97.48,0.98415001,0.52593586,0.43272203,-3.87535746,,
2007-12-21,96.16,-1.35412392,0.13537436,-1.06995885,-5.29840457,,
2007-12-28,97.66,1.55990017,0.05122426,-0.08184981,-4.74053843,,
2008-01-04,96.91,-0.76797051,-0.71713964,-0.59493281,-6.21310365,,
2008-01-11,97.12,0.2166959,0.52789566,-1.16018726,4.18365158,,
2008-01-18,97.5,0.39126853,1.80641119,-0.9850716,0.68153656,,
2008-01-25,97.29,-0.21538462,1.66144201,-1.0173975,4.42202426,,
2008-02-01,97.51,0.22612807,0.87937099,-0.44920878,4.24417362,,
2008-02-22,95.57,-1.98953953,0.58941164,-0.87127891,1.84356351,,
2008-02-29,96.42,0.88940044,-0.55693069,-0.10360547,2.74936061,,
2008-03-07,97.08,0.68450529,0.56977106,0.7367438,3.45268542,,
2008-03-14,96.14,-0.96827359,-1.37464095,-0.85593483,1.14676486,,
2008-03-21,95.67,-0.4888704,-0.50956739,-0.37488285,-3.06990881,,
2008-03-28,96.62,0.99299676,-1.06491911,-1.01424034,-1.47853574,,
2008-04-04,98.46,1.90436763,1.59942214,0.87081242,1.39017609,,
2008-04-11,98.0,-0.4671948,0.90609555,1.43877445,0.90609555,,
2008-04-18,98.09,0.09183673,0.60512821,2.4224705,1.09244564,,
2008-04-25,97.99,-0.10194719,0.71949841,2.39289446,0.8127572,,
2008-05-02,98.08,0.09184611,0.58455543,2.02850307,-0.03057792,,
2008-05-09,97.57,-0.51998369,0.06153215,2.19964387,-0.56053812,,
2008-05-16,97.95,0.38946397,0.45123577,3.09441111,0.67838421,,
2008-05-23,97.54,-0.41858091,2.06131631,2.26462571,0.27757788,,
2008-05-30,97.44,-0.10252204,1.05787181,0.4950495,0.41220115,,
2008-06-06,97.52,0.08210181,1.14084215,0.57755776,0.91059603,,
2008-06-13,97.35,-0.17432322,0.27812114,0.84947685,0.29878426,,
2008-06-20,96.49,-0.88341037,0.36405242,-1.01559294,-0.73045267,,
2008-06-27,97.12,0.6529174,1.51562663,0.99833611,-0.63433599,,
2008-07-04,96.96,-0.16474465,-1.5234613,0.05159426,-0.5436455,,
2008-07-11,97.03,0.07219472,-0.98979592,-0.09266886,-1.25178099,,
2008-07-18,98.61,1.62836236,0.5301254,1.13846154,0.14217528,,
2008-07-25,97.27,-1.35888855,-0.73476885,-0.0205571,-1.03774545,,
2008-08-01,97.65,0.39066516,-0.34697418,0.14357502,-0.30627871,,
2008-08-08,97.61,-0.04096262,-0.47920065,0.10255358,-0.87336245,,
2008-08-15,96.92,-0.70689479,-0.66618838,-0.60506615,-0.85924714,,
2008-08-22,97.07,0.15476682,-0.89841756,1.56953019,0.68457629,,
2008-08-29,97.15,0.08241475,-0.39983596,0.75710434,0.33047609,,
2008-09-05,97.73,0.59701493,0.29761905,1.35863929,1.25362619,,
