symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
IF1005,20100416,3450.0,3488.0,3413.2,3415.6,48988,2702.0,5053880.532,3431.2,3399.0,IF
IF1006,20100416,3470.0,3517.6,3440.0,3441.6,4908,404.0,511576.446,3456.2,3399.0,IF
IF1009,20100416,3600.0,3647.8,3505.4,3512.0,1730,182.0,184049.76,3520.4,3399.0,IF
IF1012,20100416,3618.8,3669.0,3551.2,3557.0,2831,302.0,304260.534,3565.4,3399.0,IF
