日期,纽约原油-多头仓位,纽约原油-空头仓位,纽约原油-净仓位,原糖-多头仓位,原糖-空头仓位,原糖-净仓位,大豆-多头仓位,大豆-空头仓位,大豆-净仓位,豆油-多头仓位,豆油-空头仓位,豆油-净仓位,豆粕-多头仓位,豆粕-空头仓位,豆粕-净仓位,白银-多头仓位,白银-空头仓位,白银-净仓位,铂金-多头仓位,铂金-空头仓位,铂金-净仓位,钯金-多头仓位,钯金-空头仓位,钯金-净仓位,纽约天然气-多头仓位,纽约天然气-空头仓位,纽约天然气-净仓位,黄金-多头仓位,黄金-空头仓位,黄金-净仓位,棉花-多头仓位,棉花-空头仓位,棉花-净仓位,玉米-多头仓位,玉米-空头仓位,玉米-净仓位
1986-06-13,0.0,0.0,0.0,0.0,0.0,0.0,21730.0,30905.0,-9175.0,1474.0,5734.0,-4260.0,1859.0,2721.0,-862.0,12768.0,7637.0,5131.0,5506.0,1495.0,4011.0,1417.0,29.0,1388.0,0.0,0.0,0.0,11657.0,10839.0,818.0,0.0,0.0,0.0,25160.0,37960.0,-12800.0
1986-06-30,0.0,0.0,0.0,0.0,0.0,0.0,18805.0,51045.0,-32240.0,775.0,5070.0,-4295.0,1174.0,3177.0,-2003.0,5425.0,6399.0,-974.0,4940.0,948.0,3992.0,1416.0,0.0,1416.0,0.0,0.0,0.0,5361.0,13631.0,-8270.0,0.0,0.0,0.0,13260.0,52700.0,-39440.0
1986-07-15,0.0,0.0,0.0,0.0,0.0,0.0,26260.0,33460.0,-7200.0,1310.0,3706.0,-2396.0,1427.0,2632.0,-1205.0,4965.0,7341.0,-2376.0,5127.0,656.0,4471.0,1258.0,0.0,1258.0,0.0,0.0,0.0,6735.0,11983.0,-5248.0,0.0,0.0,0.0,16910.0,56260.0,-39350.0
1986-07-31,0.0,0.0,0.0,0.0,0.0,0.0,30650.0,13400.0,17250.0,998.0,4271.0,-3273.0,3061.0,1742.0,1319.0,7086.0,6131.0,955.0,6207.0,1487.0,4720.0,1381.0,0.0,1381.0,0.0,0.0,0.0,18617.0,9540.0,9077.0,0.0,0.0,0.0,11265.0,57075.0,-45810.0
1986-08-15,0.0,0.0,0.0,0.0,0.0,0.0,17595.0,36150.0,-18555.0,809.0,6255.0,-5446.0,1556.0,1834.0,-278.0,11302.0,3289.0,8013.0,5664.0,1865.0,3799.0,1692.0,0.0,1692.0,0.0,0.0,0.0,23234.0,10589.0,12645.0,0.0,0.0,0.0,13820.0,56330.0,-42510.0
1986-08-29,0.0,0.0,0.0,0.0,0.0,0.0,18695.0,34510.0,-15815.0,2011.0,5902.0,-3891.0,3517.0,2476.0,1041.0,9953.0,3424.0,6529.0,7848.0,2494.0,5354.0,1525.0,72.0,1453.0,0.0,0.0,0.0,23229.0,10291.0,12938.0,0.0,0.0,0.0,10350.0,72820.0,-62470.0
1986-09-15,0.0,0.0,0.0,0.0,0.0,0.0,20240.0,41610.0,-21370.0,2084.0,4947.0,-2863.0,4522.0,2161.0,2361.0,16365.0,4913.0,11452.0,6856.0,1171.0,5685.0,1792.0,59.0,1733.0,0.0,0.0,0.0,24807.0,10423.0,14384.0,0.0,0.0,0.0,11865.0,73980.0,-62115.0
1986-09-30,0.0,0.0,0.0,0.0,0.0,0.0,32515.0,40615.0,-8100.0,3118.0,3318.0,-200.0,5392.0,2301.0,3091.0,12097.0,4808.0,7289.0,4608.0,1130.0,3478.0,1825.0,37.0,1788.0,0.0,0.0,0.0,22421.0,7840.0,14581.0,0.0,0.0,0.0,42815.0,32260.0,10555.0
1986-10-15,0.0,0.0,0.0,0.0,0.0,0.0,13270.0,58825.0,-45555.0,2364.0,5313.0,-2949.0,2022.0,2776.0,-754.0,12235.0,4559.0,7676.0,5109.0,568.0,4541.0,2007.0,69.0,1938.0,0.0,0.0,0.0,21274.0,10239.0,11035.0,0.0,0.0,0.0,24025.0,53135.0,-29110.0
1986-10-31,0.0,0.0,0.0,0.0,0.0,0.0,41360.0,30830.0,10530.0,7978.0,2085.0,5893.0,4419.0,1398.0,3021.0,13490.0,4438.0,9052.0,6216.0,592.0,5624.0,1602.0,69.0,1533.0,0.0,0.0,0.0,12673.0,9373.0,3300.0,0.0,0.0,0.0,49080.0,29690.0,19390.0
1986-11-14,0.0,0.0,0.0,0.0,0.0,0.0,43285.0,20575.0,22710.0,5821.0,1749.0,4072.0,2939.0,909.0,2030.0,13833.0,5501.0,8332.0,4697.0,1291.0,3406.0,1538.0,75.0,1463.0,0.0,0.0,0.0,15816.0,11905.0,3911.0,0.0,0.0,0.0,38730.0,27940.0,10790.0
1986-11-28,0.0,0.0,0.0,0.0,0.0,0.0,38545.0,21020.0,17525.0,4026.0,1864.0,2162.0,2552.0,1497.0,1055.0,8485.0,3951.0,4534.0,3020.0,803.0,2217.0,1231.0,61.0,1170.0,0.0,0.0,0.0,10148.0,8849.0,1299.0,0.0,0.0,0.0,25925.0,24785.0,1140.0
1986-12-15,0.0,0.0,0.0,0.0,0.0,0.0,19580.0,28990.0,-9410.0,2593.0,2834.0,-241.0,2214.0,3384.0,-1170.0,8741.0,3326.0,5415.0,2643.0,939.0,1704.0,1255.0,0.0,1255.0,0.0,0.0,0.0,13089.0,11027.0,2062.0,0.0,0.0,0.0,18740.0,49285.0,-30545.0
1986-12-31,0.0,0.0,0.0,0.0,0.0,0.0,28685.0,25905.0,2780.0,3096.0,2210.0,886.0,1794.0,4415.0,-2621.0,8638.0,4693.0,3945.0,3316.0,1174.0,2142.0,1331.0,46.0,1285.0,0.0,0.0,0.0,9405.0,8347.0,1058.0,0.0,0.0,0.0,11830.0,54740.0,-42910.0
1987-01-15,0.0,0.0,0.0,0.0,0.0,0.0,25125.0,20130.0,4995.0,4240.0,1497.0,2743.0,2239.0,2981.0,-742.0,9986.0,3672.0,6314.0,3258.0,377.0,2881.0,1619.0,0.0,1619.0,0.0,0.0,0.0,14063.0,8147.0,5916.0,0.0,0.0,0.0,22210.0,62810.0,-40600.0
1987-01-30,0.0,0.0,0.0,0.0,0.0,0.0,34745.0,17070.0,17675.0,5804.0,1348.0,4456.0,1905.0,3776.0,-1871.0,10122.0,3729.0,6393.0,3382.0,392.0,2990.0,1741.0,0.0,1741.0,0.0,0.0,0.0,13453.0,9022.0,4431.0,0.0,0.0,0.0,18635.0,57815.0,-39180.0
1987-02-13,0.0,0.0,0.0,0.0,0.0,0.0,13875.0,26335.0,-12460.0,2232.0,1506.0,726.0,2515.0,3575.0,-1060.0,8984.0,4243.0,4741.0,3676.0,628.0,3048.0,1582.0,31.0,1551.0,0.0,0.0,0.0,7705.0,14024.0,-6319.0,0.0,0.0,0.0,14260.0,68260.0,-54000.0
1987-02-27,0.0,0.0,0.0,0.0,0.0,0.0,15955.0,41880.0,-25925.0,2623.0,3086.0,-463.0,1849.0,3817.0,-1968.0,9873.0,6561.0,3312.0,4105.0,417.0,3688.0,1264.0,6.0,1258.0,0.0,0.0,0.0,7349.0,12273.0,-4924.0,0.0,0.0,0.0,26690.0,54850.0,-28160.0
1987-03-13,0.0,0.0,0.0,0.0,0.0,0.0,30940.0,24345.0,6595.0,3499.0,2253.0,1246.0,1508.0,2446.0,-938.0,12775.0,5539.0,7236.0,4225.0,518.0,3707.0,1227.0,55.0,1172.0,0.0,0.0,0.0,10654.0,10265.0,389.0,0.0,0.0,0.0,32705.0,42830.0,-10125.0
1987-03-31,0.0,0.0,0.0,0.0,0.0,0.0,36835.0,26445.0,10390.0,2796.0,4643.0,-1847.0,2853.0,1993.0,860.0,19625.0,6973.0,12652.0,6042.0,1302.0,4740.0,1480.0,87.0,1393.0,0.0,0.0,0.0,18464.0,10076.0,8388.0,0.0,0.0,0.0,45040.0,31090.0,13950.0
1987-04-15,0.0,0.0,0.0,0.0,0.0,0.0,67255.0,26830.0,40425.0,2820.0,1839.0,981.0,5559.0,2805.0,2754.0,20923.0,8692.0,12231.0,7358.0,1481.0,5877.0,1622.0,68.0,1554.0,0.0,0.0,0.0,27260.0,9006.0,18254.0,0.0,0.0,0.0,65335.0,14920.0,50415.0
1987-04-30,0.0,0.0,0.0,0.0,0.0,0.0,56290.0,19280.0,37010.0,3193.0,2201.0,992.0,6453.0,1411.0,5042.0,15262.0,6519.0,8743.0,4386.0,889.0,3497.0,1588.0,353.0,1235.0,0.0,0.0,0.0,24684.0,12933.0,11751.0,0.0,0.0,0.0,69570.0,17920.0,51650.0
1987-05-15,0.0,0.0,0.0,0.0,0.0,0.0,72270.0,25060.0,47210.0,4602.0,2003.0,2599.0,5774.0,2041.0,3733.0,19916.0,6627.0,13289.0,4755.0,1069.0,3686.0,1349.0,290.0,1059.0,0.0,0.0,0.0,32997.0,6294.0,26703.0,0.0,0.0,0.0,87000.0,14030.0,72970.0
1987-05-29,0.0,0.0,0.0,0.0,0.0,0.0,53835.0,20495.0,33340.0,4092.0,2411.0,1681.0,7701.0,2153.0,5548.0,11438.0,6578.0,4860.0,3931.0,1060.0,2871.0,1236.0,448.0,788.0,0.0,0.0,0.0,24267.0,8705.0,15562.0,0.0,0.0,0.0,73245.0,12215.0,61030.0
1987-06-15,0.0,0.0,0.0,0.0,0.0,0.0,89320.0,12705.0,76615.0,5601.0,3190.0,2411.0,13083.0,2361.0,10722.0,13384.0,3864.0,9520.0,4698.0,1475.0,3223.0,1331.0,250.0,1081.0,0.0,0.0,0.0,20380.0,11899.0,8481.0,0.0,0.0,0.0,82340.0,7270.0,75070.0
1987-06-30,0.0,0.0,0.0,0.0,0.0,0.0,62455.0,21700.0,40755.0,5498.0,3034.0,2464.0,7738.0,1647.0,6091.0,13283.0,4697.0,8586.0,3036.0,1114.0,1922.0,1239.0,285.0,954.0,0.0,0.0,0.0,15476.0,11621.0,3855.0,0.0,0.0,0.0,69540.0,14940.0,54600.0
1987-07-15,0.0,0.0,0.0,0.0,0.0,0.0,52920.0,18800.0,34120.0,6215.0,4028.0,2187.0,4468.0,2714.0,1754.0,15011.0,5487.0,9524.0,3409.0,678.0,2731.0,1478.0,99.0,1379.0,0.0,0.0,0.0,16101.0,7483.0,8618.0,0.0,0.0,0.0,39090.0,42810.0,-3720.0
1987-07-31,0.0,0.0,0.0,0.0,0.0,0.0,51685.0,18565.0,33120.0,6359.0,2831.0,3528.0,4098.0,2849.0,1249.0,17923.0,5983.0,11940.0,5760.0,900.0,4860.0,1796.0,121.0,1675.0,0.0,0.0,0.0,23945.0,6857.0,17088.0,0.0,0.0,0.0,39560.0,48990.0,-9430.0
1987-08-14,0.0,0.0,0.0,0.0,0.0,0.0,48435.0,39265.0,9170.0,5219.0,5108.0,111.0,3206.0,2976.0,230.0,12014.0,5684.0,6330.0,6100.0,766.0,5334.0,1830.0,72.0,1758.0,0.0,0.0,0.0,18612.0,10402.0,8210.0,0.0,0.0,0.0,26375.0,60705.0,-34330.0
1987-08-31,0.0,0.0,0.0,0.0,0.0,0.0,38190.0,35855.0,2335.0,6854.0,4019.0,2835.0,2192.0,2644.0,-452.0,9894.0,8965.0,929.0,5021.0,1321.0,3700.0,2010.0,156.0,1854.0,0.0,0.0,0.0,16503.0,15979.0,524.0,0.0,0.0,0.0,33335.0,33200.0,135.0
1987-09-15,0.0,0.0,0.0,0.0,0.0,0.0,39460.0,30305.0,9155.0,6555.0,3558.0,2997.0,6676.0,2174.0,4502.0,12743.0,7153.0,5590.0,5547.0,1791.0,3756.0,1936.0,99.0,1837.0,0.0,0.0,0.0,16196.0,12249.0,3947.0,0.0,0.0,0.0,61165.0,18910.0,42255.0
1987-09-30,0.0,0.0,0.0,0.0,0.0,0.0,66260.0,29565.0,36695.0,8831.0,2028.0,6803.0,6624.0,1076.0,5548.0,9740.0,5956.0,3784.0,4830.0,1904.0,2926.0,1797.0,170.0,1627.0,0.0,0.0,0.0,17083.0,9981.0,7102.0,0.0,0.0,0.0,79230.0,15830.0,63400.0
1987-10-15,0.0,0.0,0.0,0.0,0.0,0.0,118170.0,24125.0,94045.0,13094.0,1835.0,11259.0,8467.0,1779.0,6688.0,10543.0,5206.0,5337.0,4084.0,1099.0,2985.0,1856.0,126.0,1730.0,0.0,0.0,0.0,19848.0,7101.0,12747.0,0.0,0.0,0.0,91840.0,13330.0,78510.0
1987-10-30,0.0,0.0,0.0,0.0,0.0,0.0,75700.0,17030.0,58670.0,7413.0,1254.0,6159.0,4904.0,1256.0,3648.0,9794.0,6055.0,3739.0,3977.0,1892.0,2085.0,1156.0,437.0,719.0,0.0,0.0,0.0,15243.0,9416.0,5827.0,0.0,0.0,0.0,60225.0,15510.0,44715.0
1987-11-13,0.0,0.0,0.0,0.0,0.0,0.0,114825.0,16030.0,98795.0,7902.0,1312.0,6590.0,6673.0,1096.0,5577.0,8154.0,5029.0,3125.0,3902.0,2372.0,1530.0,1303.0,423.0,880.0,0.0,0.0,0.0,10867.0,9427.0,1440.0,0.0,0.0,0.0,57045.0,14445.0,42600.0
1987-11-30,0.0,0.0,0.0,0.0,0.0,0.0,126885.0,9575.0,117310.0,9745.0,961.0,8784.0,7444.0,866.0,6578.0,7029.0,4308.0,2721.0,3959.0,1887.0,2072.0,1454.0,325.0,1129.0,0.0,0.0,0.0,24270.0,8453.0,15817.0,0.0,0.0,0.0,78050.0,14385.0,63665.0
1987-12-15,0.0,0.0,0.0,0.0,0.0,0.0,105830.0,10075.0,95755.0,11404.0,708.0,10696.0,5064.0,713.0,4351.0,8767.0,4567.0,4200.0,3947.0,2353.0,1594.0,1375.0,71.0,1304.0,0.0,0.0,0.0,20912.0,9291.0,11621.0,0.0,0.0,0.0,64545.0,21160.0,43385.0
1987-12-31,0.0,0.0,0.0,0.0,0.0,0.0,114635.0,7680.0,106955.0,10762.0,482.0,10280.0,5388.0,382.0,5006.0,7244.0,4499.0,2745.0,2940.0,1177.0,1763.0,1598.0,119.0,1479.0,0.0,0.0,0.0,14523.0,9354.0,5169.0,0.0,0.0,0.0,54700.0,26740.0,27960.0
1988-01-15,0.0,0.0,0.0,0.0,0.0,0.0,121275.0,11780.0,109495.0,14683.0,1814.0,12869.0,3221.0,2346.0,875.0,8337.0,4852.0,3485.0,2477.0,1215.0,1262.0,2068.0,130.0,1938.0,0.0,0.0,0.0,13275.0,9794.0,3481.0,0.0,0.0,0.0,86820.0,9705.0,77115.0
1988-01-29,0.0,0.0,0.0,0.0,0.0,0.0,92695.0,17050.0,75645.0,7748.0,1245.0,6503.0,2599.0,2552.0,47.0,7767.0,6428.0,1339.0,2703.0,3616.0,-913.0,1504.0,366.0,1138.0,0.0,0.0,0.0,9803.0,19037.0,-9234.0,0.0,0.0,0.0,101210.0,15495.0,85715.0
1988-02-12,0.0,0.0,0.0,0.0,0.0,0.0,118570.0,20775.0,97795.0,10645.0,1712.0,8933.0,5547.0,2753.0,2794.0,6719.0,7385.0,-666.0,1953.0,2434.0,-481.0,1543.0,303.0,1240.0,0.0,0.0,0.0,3759.0,26630.0,-22871.0,0.0,0.0,0.0,119715.0,21325.0,98390.0
1988-02-29,0.0,0.0,0.0,0.0,0.0,0.0,116915.0,10100.0,106815.0,10093.0,2808.0,7285.0,6205.0,584.0,5621.0,9124.0,6019.0,3105.0,2150.0,3073.0,-923.0,1549.0,229.0,1320.0,0.0,0.0,0.0,4067.0,29807.0,-25740.0,0.0,0.0,0.0,115435.0,21520.0,93915.0
1988-03-15,0.0,0.0,0.0,0.0,0.0,0.0,87145.0,37220.0,49925.0,8122.0,7524.0,598.0,3080.0,5338.0,-2258.0,8042.0,4761.0,3281.0,2382.0,1166.0,1216.0,1513.0,213.0,1300.0,0.0,0.0,0.0,6054.0,23501.0,-17447.0,0.0,0.0,0.0,84540.0,66495.0,18045.0
1988-03-31,0.0,0.0,0.0,0.0,0.0,0.0,137665.0,12085.0,125580.0,10795.0,2807.0,7988.0,8697.0,184.0,8513.0,14472.0,4154.0,10318.0,2581.0,1355.0,1226.0,1457.0,154.0,1303.0,0.0,0.0,0.0,5401.0,24023.0,-18622.0,0.0,0.0,0.0,145785.0,25590.0,120195.0
1988-04-15,0.0,0.0,0.0,0.0,0.0,0.0,116360.0,28265.0,88095.0,10137.0,1783.0,8354.0,8121.0,1451.0,6670.0,8005.0,5184.0,2821.0,2754.0,1838.0,916.0,1446.0,289.0,1157.0,0.0,0.0,0.0,5491.0,24441.0,-18950.0,0.0,0.0,0.0,105220.0,37560.0,67660.0
1988-04-29,0.0,0.0,0.0,0.0,0.0,0.0,175160.0,13995.0,161165.0,15259.0,3003.0,12256.0,9818.0,1123.0,8695.0,8187.0,4149.0,4038.0,2575.0,1799.0,776.0,1552.0,278.0,1274.0,0.0,0.0,0.0,2580.0,19679.0,-17099.0,0.0,0.0,0.0,80260.0,43310.0,36950.0
1988-05-13,0.0,0.0,0.0,0.0,0.0,0.0,198815.0,24290.0,174525.0,15876.0,1506.0,14370.0,12371.0,1418.0,10953.0,9568.0,4984.0,4584.0,3051.0,2108.0,943.0,1629.0,286.0,1343.0,0.0,0.0,0.0,4835.0,13402.0,-8567.0,0.0,0.0,0.0,98125.0,68510.0,29615.0
1988-05-31,0.0,0.0,0.0,0.0,0.0,0.0,190800.0,21750.0,169050.0,12776.0,1276.0,11500.0,7796.0,1458.0,6338.0,11371.0,4968.0,6403.0,4438.0,1983.0,2455.0,1906.0,56.0,1850.0,0.0,0.0,0.0,8320.0,11067.0,-2747.0,0.0,0.0,0.0,150245.0,30915.0,119330.0
1988-06-15,0.0,0.0,0.0,0.0,0.0,0.0,197055.0,31980.0,165075.0,14791.0,1801.0,12990.0,8083.0,2059.0,6024.0,15304.0,5065.0,10239.0,3970.0,1808.0,2162.0,2228.0,77.0,2151.0,0.0,0.0,0.0,7185.0,10455.0,-3270.0,0.0,0.0,0.0,198655.0,13870.0,184785.0
1988-06-30,0.0,0.0,0.0,0.0,0.0,0.0,133340.0,22960.0,110380.0,12649.0,2779.0,9870.0,5709.0,1793.0,3916.0,12945.0,4251.0,8694.0,3845.0,1858.0,1987.0,1673.0,270.0,1403.0,0.0,0.0,0.0,4658.0,23026.0,-18368.0,0.0,0.0,0.0,167265.0,16390.0,150875.0
1988-07-15,0.0,0.0,0.0,0.0,0.0,0.0,144980.0,26300.0,118680.0,12707.0,2118.0,10589.0,6907.0,2272.0,4635.0,21107.0,5705.0,15402.0,3256.0,1891.0,1365.0,1662.0,111.0,1551.0,0.0,0.0,0.0,8779.0,22871.0,-14092.0,0.0,0.0,0.0,194175.0,14135.0,180040.0
1988-07-29,0.0,0.0,0.0,0.0,0.0,0.0,124405.0,17610.0,106795.0,7986.0,1663.0,6323.0,5831.0,2709.0,3122.0,13803.0,5459.0,8344.0,2546.0,1581.0,965.0,1539.0,171.0,1368.0,0.0,0.0,0.0,3850.0,18769.0,-14919.0,0.0,0.0,0.0,163150.0,16250.0,146900.0
1988-08-15,0.0,0.0,0.0,0.0,0.0,0.0,125070.0,28500.0,96570.0,6452.0,2291.0,4161.0,3924.0,1688.0,2236.0,9494.0,5956.0,3538.0,3033.0,1410.0,1623.0,1573.0,84.0,1489.0,0.0,0.0,0.0,4761.0,18548.0,-13787.0,0.0,0.0,0.0,147685.0,37770.0,109915.0
1988-08-31,0.0,0.0,0.0,0.0,0.0,0.0,124785.0,33185.0,91600.0,6614.0,2573.0,4041.0,5880.0,2662.0,3218.0,7866.0,5179.0,2687.0,5094.0,1247.0,3847.0,1399.0,55.0,1344.0,0.0,0.0,0.0,4905.0,18415.0,-13510.0,0.0,0.0,0.0,111300.0,24150.0,87150.0
1988-09-15,0.0,0.0,0.0,0.0,0.0,0.0,153840.0,26725.0,127115.0,7330.0,4164.0,3166.0,10008.0,1782.0,8226.0,8573.0,5296.0,3277.0,5289.0,2601.0,2688.0,1439.0,18.0,1421.0,0.0,0.0,0.0,3567.0,27502.0,-23935.0,0.0,0.0,0.0,124585.0,39190.0,85395.0
1988-09-30,0.0,0.0,0.0,0.0,0.0,0.0,125245.0,42090.0,83155.0,4244.0,5368.0,-1124.0,7486.0,4352.0,3134.0,7371.0,5538.0,1833.0,3797.0,2466.0,1331.0,1494.0,139.0,1355.0,0.0,0.0,0.0,4427.0,33064.0,-28637.0,0.0,0.0,0.0,128530.0,37245.0,91285.0
1988-10-14,0.0,0.0,0.0,0.0,0.0,0.0,108685.0,41670.0,67015.0,3995.0,5310.0,-1315.0,7891.0,1677.0,6214.0,10886.0,5651.0,5235.0,3673.0,1845.0,1828.0,1628.0,88.0,1540.0,0.0,0.0,0.0,4517.0,33787.0,-29270.0,0.0,0.0,0.0,161605.0,25405.0,136200.0
1988-10-31,0.0,0.0,0.0,0.0,0.0,0.0,79820.0,37430.0,42390.0,4793.0,6582.0,-1789.0,7196.0,4145.0,3051.0,9320.0,4116.0,5204.0,3229.0,1273.0,1956.0,1549.0,71.0,1478.0,0.0,0.0,0.0,4381.0,31358.0,-26977.0,0.0,0.0,0.0,145830.0,67430.0,78400.0
1988-11-15,0.0,0.0,0.0,0.0,0.0,0.0,78920.0,45570.0,33350.0,4144.0,7243.0,-3099.0,9095.0,4009.0,5086.0,10628.0,4505.0,6123.0,8096.0,1856.0,6240.0,1930.0,69.0,1861.0,0.0,0.0,0.0,8125.0,15896.0,-7771.0,0.0,0.0,0.0,110430.0,90705.0,19725.0
1988-11-30,0.0,0.0,0.0,0.0,0.0,0.0,81830.0,43900.0,37930.0,5105.0,6895.0,-1790.0,7401.0,6492.0,909.0,10572.0,11505.0,-933.0,10133.0,1748.0,8385.0,2083.0,83.0,2000.0,0.0,0.0,0.0,5517.0,17263.0,-11746.0,0.0,0.0,0.0,94215.0,78925.0,15290.0
1988-12-15,0.0,0.0,0.0,0.0,0.0,0.0,90495.0,39675.0,50820.0,5652.0,3432.0,2220.0,9785.0,4427.0,5358.0,12242.0,10341.0,1901.0,8154.0,1751.0,6403.0,2096.0,85.0,2011.0,0.0,0.0,0.0,5445.0,17648.0,-12203.0,0.0,0.0,0.0,132615.0,39155.0,93460.0
1988-12-30,0.0,0.0,0.0,0.0,0.0,0.0,91675.0,34265.0,57410.0,6613.0,2869.0,3744.0,13110.0,4882.0,8228.0,12815.0,11186.0,1629.0,4349.0,1588.0,2761.0,1897.0,252.0,1645.0,0.0,0.0,0.0,6837.0,21800.0,-14963.0,0.0,0.0,0.0,128940.0,18980.0,109960.0
1989-01-13,0.0,0.0,0.0,0.0,0.0,0.0,98900.0,31630.0,67270.0,5970.0,5945.0,25.0,14830.0,3530.0,11300.0,11392.0,12664.0,-1272.0,3720.0,1904.0,1816.0,1782.0,199.0,1583.0,0.0,0.0,0.0,5233.0,29394.0,-24161.0,0.0,0.0,0.0,149010.0,19215.0,129795.0
1989-01-31,0.0,0.0,0.0,0.0,0.0,0.0,76090.0,60305.0,15785.0,7413.0,8349.0,-936.0,7650.0,3849.0,3801.0,13385.0,10332.0,3053.0,3433.0,1959.0,1474.0,1926.0,203.0,1723.0,0.0,0.0,0.0,5009.0,37911.0,-32902.0,0.0,0.0,0.0,99930.0,37190.0,62740.0
1989-02-15,0.0,0.0,0.0,0.0,0.0,0.0,56850.0,60465.0,-3615.0,8569.0,5167.0,3402.0,4959.0,7520.0,-2561.0,13333.0,9376.0,3957.0,3892.0,2524.0,1368.0,2100.0,112.0,1988.0,0.0,0.0,0.0,5828.0,32830.0,-27002.0,0.0,0.0,0.0,86905.0,60585.0,26320.0
1989-02-28,0.0,0.0,0.0,0.0,0.0,0.0,61345.0,47870.0,13475.0,8697.0,5398.0,3299.0,5326.0,7103.0,-1777.0,14201.0,8555.0,5646.0,3657.0,2146.0,1511.0,1966.0,96.0,1870.0,0.0,0.0,0.0,4394.0,32432.0,-28038.0,0.0,0.0,0.0,78995.0,33140.0,45855.0
