日期,价格
2026-04-10,302.14
2026-04-11,293.33
2026-04-12,291.67
2026-04-13,298.43
2026-04-14,304.11
2026-04-15,296.19
2026-04-16,274.04
2026-04-17,320.25
2026-04-18,325.0
2026-04-19,325.0
2026-04-20,318.58
2026-04-21,325.06
2026-04-22,313.0
2026-04-23,299.48
2026-04-24,312.93
