时间,前值,现值,发布日期
2008年01月,4.3083623,4.2205153,2008-02-15
2008年02月,4.2205153,3.9789986,2008-03-17
2008年03月,3.9789986,4.0570186,2008-04-15
2008年04月,4.0570186,4.2654657,2008-05-16
2008年05月,4.2654657,4.2662514,2008-06-15
2008年06月,4.2662514,4.2435125,2008-07-16
2008年07月,4.2435125,4.2502359,2008-08-15
2008年08月,4.2502359,4.015384,2008-09-15
2008年09月,4.015384,4.2892016,2008-10-16
2008年10月,4.2892016,4.2901873,2008-11-15
2008年11月,4.2901873,4.4627215,2008-12-16
2008年12月,4.4627215,4.5700663,2009-01-15
2009年01月,4.5700663,4.9076892,2009-02-15
2009年02月,4.9076892,5.3023199,2009-03-18
2009年03月,5.3023199,5.7111773,2009-04-15
2009年04月,5.7111773,5.513076,2009-05-16
2009年05月,5.513076,5.8118951,2009-06-15
2009年06月,5.8118951,5.8615104,2009-07-16
2009年07月,5.8615104,5.6725683,2009-08-15
2009年08月,5.6725683,5.714906,2009-09-15
2009年09月,5.714906,5.6619233,2009-10-16
2009年10月,5.6619233,5.6237066,2009-11-15
2009年11月,5.6237066,5.5583951,2009-12-16
2009年12月,5.5583951,5.491211,2010-01-15
2010年01月,5.491211,5.266497,2010-02-15
2010年02月,5.266497,5.2977316,2010-03-18
2010年03月,5.2977316,5.4224619,2010-04-15
2010年04月,5.4224619,5.49868,2010-05-16
2010年05月,5.49868,5.2295147,2010-06-15
2010年06月,5.2295147,5.1441093,2010-07-16
2010年07月,5.1441093,5.2878823,2010-08-15
2010年08月,5.2878823,5.0323801,2010-09-15
2010年09月,5.0323801,5.0543727,2010-10-16
2010年10月,5.0543727,5.2847591,2010-11-15
2010年11月,5.2847591,5.1089641,2010-12-16
2010年12月,5.1089641,4.8769312,2011-01-15
2011年01月,4.8769312,5.0044713,2011-02-15
2011年02月,5.0044713,4.971398,2011-03-18
2011年03月,4.971398,4.9262683,2011-04-15
2011年04月,4.9262683,4.9594447,2011-05-16
2011年05月,4.9594447,5.0131358,2011-06-15
2011年06月,5.0131358,4.9166226,2011-07-16
2011年07月,4.9166226,5.0924667,2011-08-15
2011年08月,5.0924667,5.270367,2011-09-15
2011年09月,5.270367,5.2218056,2011-10-16
2011年10月,5.2218056,5.1876014,2011-11-15
2011年11月,5.1876014,5.23103,2011-12-16
2011年12月,5.23103,5.1967166,2012-01-15
2012年01月,5.1967166,5.0497771,2012-02-15
2012年02月,5.0497771,5.1912399,2012-03-17
2012年03月,5.1912399,5.1829199,2012-04-15
2012年04月,5.1829199,4.9946778,2012-05-16
2012年05月,4.9946778,5.2002169,2012-06-15
2012年06月,5.2002169,5.1623905,2012-07-16
2012年07月,5.1623905,5.1818402,2012-08-15
2012年08月,5.1818402,5.1572921,2012-09-15
2012年09月,5.1572921,5.4884692,2012-10-16
2012年10月,5.4884692,5.4103302,2012-11-15
2012年11月,5.4103302,5.2567814,2012-12-16
2012年12月,5.2567814,5.432024,2013-01-15
2013年01月,5.432024,5.3931111,2013-02-15
2013年02月,5.3931111,5.393854,2013-03-18
2013年03月,5.393854,5.640179,2013-04-15
2013年04月,5.640179,5.5888395,2013-05-16
2013年05月,5.5888395,5.6094315,2013-06-15
2013年06月,5.6094315,5.694882,2013-07-16
2013年07月,5.694882,5.6351953,2013-08-15
2013年08月,5.6351953,5.8439646,2013-09-15
2013年09月,5.8439646,5.7065452,2013-10-16
2013年10月,5.7065452,5.823153,2013-11-15
2013年11月,5.823153,5.7965871,2013-12-16
2013年12月,5.7965871,5.8999543,2014-01-15
2014年01月,5.8999543,5.9465316,2014-02-15
2014年02月,5.9465316,5.8751116,2014-03-18
2014年03月,5.8751116,5.8749687,2014-04-15
2014年04月,5.8749687,5.8044355,2014-05-16
2014年05月,5.8044355,5.9295448,2014-06-15
2014年06月,5.9295448,6.0480883,2014-07-16
2014年07月,6.0480883,6.1732617,2014-08-15
2014年08月,6.1732617,6.1004151,2014-09-15
2014年09月,6.1004151,6.2371095,2014-10-16
2014年10月,6.2371095,6.3575116,2014-11-15
2014年11月,6.3575116,6.2969783,2014-12-16
2014年12月,6.2969783,6.1047483,2015-01-15
2015年01月,6.1047483,6.35216,2015-02-15
2015年02月,6.35216,6.1543643,2015-03-18
2015年03月,6.1543643,6.1033822,2015-04-15
2015年04月,6.1033822,6.1124151,2015-05-16
2015年05月,6.1124151,5.9307004,2015-06-15
2015年06月,5.9307004,6.0070406,2015-07-09
2015年07月,6.0070406,6.2758677,2015-08-06
2015年08月,6.2758677,6.0880557,2015-09-10
2015年09月,6.0880557,6.1747726,2015-10-15
2015年10月,6.1747726,5.9124714,2015-11-12
2015年11月,5.9124714,5.8507453,2015-12-10
2015年12月,5.8507453,5.7397358,2016-01-14
2016年01月,5.7397358,6.0424334,2016-02-18
2016年02月,6.0424334,5.6947461,2016-03-17
2016年03月,5.6947461,5.6535014,2016-04-14
2016年04月,5.6535014,5.6451965,2016-05-19
