报告期,报表核心指标,*现金及现金等价物净增加额,*经营活动产生的现金流量净额,*投资活动产生的现金流量净额,*筹资活动产生的现金流量净额,*期末现金及现金等价物余额,报表全部指标,一、经营活动产生的现金流量,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息、手续费及佣金的现金,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付利息、手续费及佣金的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,二、投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,三、筹资活动产生的现金流量,发行债券收到的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加：期初现金及现金等价物余额,六、期末现金及现金等价物余额,补充资料：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,待摊费用减少,预提费用增加,间接法-经营活动产生的现金流量净额,2、不涉及现金收支的重大投资和筹资活动：,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,间接法-现金及现金等价物净增加额
2017-12-31,,-963.90亿,-1187.80亿,-361.31亿,614.39亿,1370.24亿,,,1158.03亿,1102.55亿,False,1547.07亿,285.18亿,4112.04亿,2699.77亿,374.87亿,591.64亿,143.45亿,236.75亿,225.40亿,5299.84亿,-1187.80亿,,6286.23亿,309.43亿,3200.00万,6595.98亿,6929.12亿,28.17亿,False,6957.29亿,-361.31亿,,9016.44亿,9016.44亿,8366.18亿,35.87亿,False,8402.05亿,614.39亿,-29.18亿,-963.90亿,2334.14亿,1370.24亿,,,231.89亿,429.25亿,9.86亿,6.74亿,5.16亿,700.00万,False,-7.24亿,False,-321.23亿,-72.52亿,False,False,-3470.32亿,1864.20亿,False,False,False,-1187.80亿,,,42.26亿,44.95亿,1327.98亿,2289.19亿,-963.90亿
2017-09-30,,-1074.71亿,-1579.87亿,-184.67亿,712.68亿,1259.43亿,,,36.41亿,964.21亿,False,1133.28亿,228.45亿,2388.46亿,2022.65亿,537.54亿,442.50亿,113.10亿,199.66亿,158.19亿,3968.33亿,-1579.87亿,,4039.35亿,241.49亿,400.00万,4280.88亿,4456.98亿,8.57亿,False,4465.55亿,-184.67亿,,7217.19亿,7217.19亿,6449.80亿,54.71亿,False,6504.51亿,712.68亿,-22.85亿,-1074.71亿,2334.14亿,1259.43亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2017-06-30,,-1091.12亿,-1281.80亿,-585.55亿,789.75亿,1243.02亿,,,False,649.07亿,False,743.90亿,147.96亿,1867.23亿,1385.73亿,440.62亿,282.27亿,82.28亿,158.71亿,139.60亿,3149.03亿,-1281.80亿,,3461.00亿,159.15亿,400.00万,3620.19亿,4201.61亿,4.13亿,False,4205.74亿,-585.55亿,,5315.00亿,5315.00亿,4516.51亿,8.74亿,False,4525.25亿,789.75亿,-13.52亿,-1091.12亿,2334.14亿,1243.02亿,,,125.54亿,237.16亿,4.79亿,3.45亿,2.40亿,400.00万,False,-25.54亿,False,-161.82亿,-28.34亿,False,False,-1929.14亿,428.46亿,False,False,False,-1281.80亿,,,36.80亿,44.95亿,1206.22亿,2289.19亿,-1091.12亿
2017-03-31,,-1133.32亿,-1150.08亿,-472.09亿,493.16亿,1200.82亿,,,False,59.22亿,False,355.97亿,136.67亿,643.39亿,822.51亿,243.13亿,135.78亿,54.35亿,27.47亿,253.71亿,1793.47亿,-1150.08亿,,2815.12亿,81.20亿,False,2896.32亿,3367.16亿,1.25亿,False,3368.41亿,-472.09亿,,3058.33亿,3058.33亿,2556.43亿,8.74亿,False,2565.17亿,493.16亿,-4.31亿,-1133.32亿,2334.14亿,1200.82亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2016-12-31,,-279.27亿,109.89亿,-1023.43亿,592.12亿,2334.14亿,,,2677.73亿,151.38亿,False,1302.59亿,68.30亿,5032.00亿,2958.78亿,466.35亿,485.04亿,137.62亿,138.11亿,653.50亿,4922.11亿,109.89亿,,1.77万亿,279.79亿,900.00万,1.79万亿,1.89万亿,27.72亿,False,1.90万亿,-1023.43亿,,7127.90亿,7327.90亿,6713.41亿,21.89亿,False,6735.78亿,592.12亿,42.15亿,-279.27亿,2613.41亿,2334.14亿,,,225.99亿,465.18亿,8.57亿,5.87亿,4.96亿,1100.00万,False,25.55亿,False,-286.36亿,-92.13亿,False,False,-3840.91亿,3504.52亿,False,False,False,109.89亿,,,44.95亿,41.19亿,2289.19亿,2572.22亿,-279.27亿
2016-09-30,,-1255.90亿,-1529.42亿,-971.62亿,1229.68亿,1357.51亿,,,False,75.53亿,False,994.05亿,79.46亿,2579.72亿,2391.88亿,592.20亿,372.91亿,110.60亿,110.59亿,275.76亿,4109.14亿,-1529.42亿,,1.63万亿,217.57亿,False,1.65万亿,1.74万亿,9.06亿,False,1.75万亿,-971.62亿,,6097.64亿,6297.64亿,5031.90亿,35.58亿,False,5067.96亿,1229.68亿,15.46亿,-1255.90亿,2613.41亿,1357.51亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2016-06-30,,-481.96亿,-331.98亿,-1239.01亿,1074.55亿,2131.45亿,,,1114.55亿,380.28亿,False,663.19亿,21.67亿,2375.89亿,1577.09亿,168.07亿,258.88亿,83.84亿,98.85亿,279.11亿,2707.87亿,-331.98亿,,9940.34亿,140.70亿,False,1.01万亿,1.13万亿,6.00亿,False,1.13万亿,-1239.01亿,,4204.53亿,4404.53亿,3294.00亿,35.50亿,False,3329.98亿,1074.55亿,14.48亿,-481.96亿,2613.41亿,2131.45亿,,,122.92亿,200.00亿,4.00亿,2.85亿,2.26亿,500.00万,False,69.55亿,False,-140.88亿,-30.53亿,False,False,-2144.20亿,1540.94亿,False,False,False,-331.98亿,,,35.94亿,41.19亿,2095.51亿,2572.22亿,-481.96亿
2016-03-31,,161.96亿,592.68亿,-947.81亿,518.80亿,2775.37亿,,,1083.25亿,False,False,328.60亿,6.14亿,1595.08亿,539.73亿,False,124.71亿,59.04亿,26.89亿,91.94亿,1002.40亿,592.68亿,,4095.09亿,72.19亿,False,4167.28亿,5112.73亿,2.36亿,False,5115.09亿,-947.81亿,,1674.20亿,1874.20亿,1348.80亿,6.12亿,False,1355.40亿,518.80亿,-1.71亿,161.96亿,2613.41亿,2775.37亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2015-12-31,,778.85亿,-18.26亿,-962.26亿,1741.77亿,2613.41亿,,,1250.00亿,2.35亿,False,1308.49亿,123.17亿,3617.44亿,2162.55亿,54.72亿,633.20亿,128.71亿,151.06亿,340.00亿,3635.70亿,-18.26亿,,7329.20亿,265.88亿,False,7595.08亿,8522.00亿,35.34亿,False,8557.34亿,-962.26亿,,3707.96亿,3807.36亿,2032.10亿,13.61亿,19.88亿,2065.59亿,1741.77亿,17.60亿,778.85亿,1834.56亿,2613.41亿,,,218.65亿,304.85亿,7.31亿,6.23亿,4.23亿,900.00万,False,-7100.00万,False,-270.61亿,-21.37亿,False,False,-1488.86亿,1171.13亿,False,False,100.00万,-18.26亿,,,41.19亿,41.59亿,2572.22亿,1792.97亿,778.85亿
2015-09-30,,2164.04亿,919.85亿,-347.61亿,1584.57亿,3998.60亿,,,2393.98亿,8.03亿,False,987.93亿,99.44亿,4238.79亿,2007.84亿,81.79亿,474.04亿,98.95亿,117.37亿,263.35亿,3318.94亿,919.85亿,,5775.05亿,210.44亿,False,5985.49亿,6308.66亿,24.44亿,False,6333.10亿,-347.61亿,,2580.96亿,2680.36亿,1062.30亿,33.49亿,False,1095.79亿,1584.57亿,7.23亿,2164.04亿,1834.56亿,3998.60亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2015-06-30,,2041.29亿,1825.22亿,-499.13亿,716.90亿,3875.85亿,,,3108.38亿,1.41亿,False,659.58亿,33.03亿,4474.34亿,1699.59亿,False,337.32亿,74.34亿,81.88亿,211.85亿,2649.12亿,1825.22亿,,2541.82亿,144.75亿,False,2686.57亿,3168.78亿,16.92亿,False,3185.70亿,-499.13亿,,1234.79亿,1334.19亿,583.80亿,33.49亿,False,617.29亿,716.90亿,-1.70亿,2041.29亿,1834.56亿,3875.85亿,,,115.85亿,129.23亿,3.39亿,3.06亿,1.87亿,100.00万,False,16.26亿,False,-143.06亿,-25.87亿,False,False,-1271.73亿,2977.48亿,False,False,False,1825.22亿,,,46.73亿,41.59亿,3829.12亿,1792.97亿,2041.29亿
2015-03-31,,235.82亿,114.95亿,-227.70亿,350.55亿,2070.38亿,,,770.43亿,13.18亿,1.82亿,313.41亿,3.21亿,1670.92亿,1025.00亿,False,174.16亿,51.35亿,26.69亿,216.40亿,1555.97亿,114.95亿,,1221.85亿,68.43亿,False,1290.28亿,1505.47亿,12.51亿,False,1517.98亿,-227.70亿,,557.17亿,557.17亿,200.50亿,6.12亿,False,206.62亿,350.55亿,-1.98亿,235.82亿,1834.56亿,2070.38亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2014-12-31,,23.52亿,253.21亿,-544.83亿,311.89亿,1834.56亿,,,2505.29亿,4.53亿,False,1092.05亿,41.15亿,4408.76亿,1865.83亿,702.15亿,585.32亿,121.75亿,129.91亿,493.25亿,4155.55亿,253.21亿,,3919.68亿,243.51亿,700.00万,4163.26亿,4669.74亿,38.35亿,False,4708.09亿,-544.83亿,,520.05亿,520.08亿,188.00亿,4.96亿,15.23亿,208.19亿,311.89亿,3.25亿,23.52亿,1811.04亿,1834.56亿,,,198.02亿,150.11亿,6.34亿,6.31亿,3.32亿,100.00万,False,-6.49亿,False,-221.82亿,-26.26亿,False,False,-2287.45亿,2417.62亿,False,False,False,253.21亿,,,41.59亿,37.31亿,1792.97亿,1773.73亿,23.52亿
2014-09-30,,17.55亿,-51.09亿,-286.55亿,352.27亿,1828.59亿,,,2096.25亿,False,False,798.97亿,39.79亿,3336.03亿,1516.78亿,569.54亿,418.38亿,96.23亿,98.27亿,344.44亿,3387.12亿,-51.09亿,,3585.41亿,181.73亿,700.00万,3767.21亿,4032.21亿,21.55亿,False,4053.76亿,-286.55亿,,417.43亿,417.46亿,45.00亿,20.19亿,False,65.19亿,352.27亿,2.92亿,17.55亿,1811.04亿,1828.59亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2014-06-30,,504.87亿,534.24亿,-152.14亿,114.64亿,2315.91亿,,,2333.60亿,False,False,518.61亿,25.15亿,3079.37亿,945.09亿,513.41亿,283.17亿,71.06亿,69.06亿,308.72亿,2545.13亿,534.24亿,,2217.65亿,115.37亿,600.00万,2333.08亿,2470.75亿,14.47亿,False,2485.22亿,-152.14亿,,164.83亿,164.83亿,30.00亿,20.19亿,False,50.19亿,114.64亿,8.13亿,504.87亿,1811.04亿,2315.91亿,,,100.72亿,56.52亿,3.07亿,2.82亿,1.46亿,100.00万,False,-3.66亿,False,-102.60亿,-4.85亿,False,False,-1737.81亿,2214.73亿,False,False,False,534.24亿,,,38.88亿,37.31亿,2277.03亿,1773.73亿,504.87亿
2014-03-31,,779.22亿,600.97亿,80.58亿,90.00亿,2590.26亿,,,2155.91亿,False,False,248.08亿,12.22亿,2420.68亿,442.88亿,577.36亿,142.22亿,49.32亿,22.79亿,234.61亿,1819.71亿,600.97亿,,1125.91亿,60.53亿,False,1186.44亿,1093.55亿,12.31亿,False,1105.86亿,80.58亿,,90.00亿,90.00亿,False,False,False,False,90.00亿,7.67亿,779.22亿,1811.04亿,2590.26亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2013-12-31,,90.37亿,916.74亿,-870.11亿,49.10亿,1811.04亿,,,2924.03亿,False,False,830.17亿,20.66亿,4154.87亿,1297.67亿,182.72亿,466.87亿,96.60亿,86.52亿,260.88亿,3238.13亿,916.74亿,,4437.13亿,173.45亿,2800.00万,4610.86亿,5463.47亿,17.50亿,False,5480.97亿,-870.11亿,,False,147.34亿,80.00亿,18.24亿,False,98.24亿,49.10亿,-5.36亿,90.37亿,1720.67亿,1811.04亿,,,152.31亿,68.90亿,6.01亿,5.45亿,2.67亿,-1000.00万,False,2.33亿,False,-164.30亿,-3.44亿,-12.72亿,False,-1797.18亿,2654.65亿,False,False,False,916.74亿,,,37.31亿,32.33亿,1773.73亿,1688.34亿,90.37亿
2013-09-30,,-35.88亿,1008.23亿,-957.15亿,-82.44亿,1684.79亿,,,2734.22亿,False,False,602.86亿,18.42亿,3753.80亿,1128.39亿,241.01亿,330.37亿,73.80亿,62.28亿,144.11亿,2745.57亿,1008.23亿,,2872.41亿,126.11亿,2900.00万,2998.81亿,3951.48亿,4.48亿,False,3955.96亿,-957.15亿,,False,False,65.00亿,17.44亿,False,82.44亿,-82.44亿,-4.52亿,-35.88亿,1720.67亿,1684.79亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2013-06-30,,-438.85亿,288.00亿,-639.46亿,-82.44亿,1281.82亿,,,1972.33亿,False,False,386.04亿,19.50亿,3191.30亿,660.92亿,180.07亿,211.06亿,52.51亿,40.35亿,96.04亿,2903.30亿,288.00亿,,2442.87亿,87.85亿,1500.00万,2530.87亿,3168.02亿,2.31亿,False,3170.33亿,-639.46亿,,False,False,65.00亿,17.44亿,False,82.44亿,-82.44亿,-4.95亿,-438.85亿,1720.67亿,1281.82亿,,,75.31亿,26.02亿,2.90亿,2.71亿,1.29亿,False,False,3.23亿,False,-70.42亿,-3.50亿,False,False,-1967.51亿,2216.01亿,False,False,False,288.00亿,,,39.37亿,32.33亿,1242.45亿,1688.34亿,-438.85亿
2013-03-31,,-332.88亿,141.19亿,-403.87亿,-68.73亿,1387.79亿,,,2134.92亿,False,False,177.27亿,28.36亿,2719.72亿,338.43亿,109.41亿,93.10亿,35.83亿,19.13亿,17.72亿,2578.53亿,141.19亿,,1679.90亿,48.80亿,False,1728.70亿,2132.08亿,4900.00万,False,2132.57亿,-403.87亿,,False,False,65.00亿,3.73亿,False,68.73亿,-68.73亿,-1.47亿,-332.88亿,1720.67亿,1387.79亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2012-12-31,,1041.61亿,1858.38亿,-800.36亿,-14.88亿,1720.67亿,,,3690.61亿,150.11亿,False,655.18亿,23.47亿,5712.87亿,781.86亿,569.85亿,395.63亿,71.76亿,81.13亿,117.10亿,3854.49亿,1858.38亿,,2132.02亿,116.56亿,1.11亿,2249.69亿,3009.92亿,14.22亿,False,3050.05亿,-800.36亿,,False,False,False,14.88亿,False,14.88亿,-14.88亿,-1.53亿,1041.61亿,679.06亿,1720.67亿,,,135.12亿,31.30亿,5.47亿,5.01亿,2.22亿,900.00万,False,8500.00万,False,-99.87亿,-3.48亿,-1500.00万,False,-1592.41亿,3366.04亿,False,False,False,1858.38亿,,,32.33亿,22.35亿,1688.34亿,656.71亿,1041.61亿
2012-09-30,,427.16亿,827.83亿,-391.65亿,-8.90亿,1106.22亿,,,2488.89亿,246.69亿,False,489.79亿,20.26亿,3967.49亿,830.29亿,500.08亿,292.96亿,55.28亿,62.83亿,117.09亿,3139.66亿,827.83亿,,1398.06亿,80.62亿,False,1478.68亿,1841.30亿,3.28亿,False,1870.33亿,-391.65亿,,False,False,False,8.90亿,False,8.90亿,-8.90亿,-1200.00万,427.16亿,679.06亿,1106.22亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2012-06-30,,1191.48亿,1440.30亿,-241.42亿,-8.83亿,1870.55亿,,,2670.49亿,250.99亿,False,322.59亿,15.64亿,3734.50亿,608.90亿,480.31亿,197.15亿,40.24亿,46.10亿,67.92亿,2294.20亿,1440.30亿,,958.31亿,52.35亿,False,1010.66亿,1227.15亿,1.96亿,False,1252.08亿,-241.42亿,,False,False,False,8.83亿,False,8.83亿,-8.83亿,1.43亿,1191.48亿,679.07亿,1870.55亿,,,68.70亿,15.70亿,2.67亿,2.21亿,1.03亿,False,False,900.00万,False,-47.62亿,-6600.00万,False,False,-875.92亿,2270.11亿,False,False,False,1440.30亿,,,22.69亿,22.36亿,1847.86亿,656.71亿,1191.48亿
2012-03-31,,631.35亿,768.28亿,-133.53亿,-3.75亿,1310.41亿,,,1578.41亿,1.20亿,False,159.51亿,5.61亿,1922.69亿,299.34亿,160.02亿,90.98亿,26.93亿,15.86亿,50.69亿,1154.41亿,768.28亿,,326.67亿,23.96亿,False,350.63亿,483.71亿,4500.00万,False,484.16亿,-133.53亿,,False,False,False,3.75亿,False,3.75亿,-3.75亿,3500.00万,631.35亿,679.06亿,1310.41亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2011-12-31,,-2.41亿,-144.39亿,88.37亿,57.78亿,679.06亿,,,1260.47亿,False,161.21亿,405.11亿,43.34亿,2992.73亿,670.04亿,464.47亿,226.63亿,52.87亿,51.16亿,60.82亿,3137.12亿,-144.39亿,,1980.03亿,65.91亿,1003.00万,2359.63亿,2262.76亿,8.50亿,False,2271.25亿,88.37亿,,36.50亿,63.40亿,5.62亿,False,False,5.62亿,57.78亿,-4.17亿,-2.41亿,681.48亿,679.06亿,,,103.90亿,21.49亿,4.68亿,2.87亿,1.66亿,-246.80万,False,-2113.80万,False,-61.91亿,-7.69亿,2629.90万,False,-2354.44亿,2137.14亿,False,False,False,-144.39亿,,,22.36亿,8.37亿,656.71亿,673.11亿,-2.41亿
2011-09-30,,-105.43亿,178.83亿,-342.71亿,58.66亿,743.33亿,,,1152.98亿,False,False,267.67亿,20.04亿,2234.80亿,552.43亿,280.75亿,140.05亿,38.60亿,36.55亿,31.05亿,2055.97亿,178.83亿,,1018.82亿,34.12亿,343.70万,1052.97亿,1392.17亿,3.51亿,False,1395.68亿,-342.71亿,,36.50亿,63.40亿,False,4.74亿,False,4.74亿,58.66亿,-2152.80万,-105.43亿,848.76亿,743.33亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2011-06-30,,130.90亿,316.13亿,-216.69亿,31.85亿,812.38亿,,,1080.34亿,False,False,142.73亿,16.02亿,1313.10亿,403.84亿,157.94亿,78.50亿,25.11亿,21.20亿,23.21亿,996.97亿,316.13亿,,443.86亿,16.57亿,153.60万,460.44亿,676.18亿,9537.80万,False,677.13亿,-216.69亿,,36.50亿,36.50亿,4.65亿,False,False,4.65亿,31.85亿,-3910.90万,130.90亿,681.48亿,812.38亿,,,47.31亿,7.31亿,1.80亿,3119.60万,6329.40万,83.80万,False,-2249.40万,False,-21.25亿,-8080.70万,608.30万,False,-854.75亿,1132.63亿,False,False,False,316.13亿,,,11.89亿,8.37亿,800.49亿,673.11亿,130.90亿
2011-03-31,,131.92亿,213.47亿,-77.82亿,-3.73亿,813.40亿,,,778.12亿,8.47亿,False,60.30亿,18.31亿,889.40亿,148.69亿,76.81亿,36.07亿,17.09亿,8.08亿,28.26亿,675.93亿,213.47亿,,248.51亿,3.68亿,8.30万,252.19亿,329.70亿,3067.30万,False,330.01亿,-77.82亿,,False,False,False,3.73亿,False,3.73亿,-3.73亿,False,131.92亿,681.48亿,813.40亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2010-12-31,,134.44亿,220.46亿,-146.61亿,63.59亿,681.48亿,,,1165.08亿,22.18亿,False,212.07亿,33.69亿,1512.73亿,465.76亿,187.65亿,85.80亿,37.48亿,28.86亿,34.47亿,1292.28亿,220.46亿,,1101.34亿,32.75亿,995.40万,1134.19亿,1272.41亿,8.38亿,False,1280.79亿,-146.61亿,,False,69.31亿,False,5.73亿,False,5.73亿,63.59亿,-2.99亿,134.44亿,547.03亿,681.48亿,,,62.47亿,14.88亿,3.35亿,5245.80万,1.18亿,-60.20万,False,1907.10万,False,-32.44亿,-3.29亿,-325.50万,False,-1098.52亿,1267.28亿,False,False,False,220.46亿,,,8.37亿,7.79亿,673.11亿,539.24亿,134.44亿
2010-09-30,,95.34亿,105.80亿,-74.65亿,64.20亿,642.37亿,,,709.06亿,20.99亿,41.33亿,176.54亿,30.30亿,984.55亿,390.71亿,87.78亿,61.99亿,29.76亿,22.65亿,27.04亿,878.75亿,105.80亿,,1044.01亿,21.85亿,124.80万,1065.87亿,1134.63亿,5.89亿,False,1140.52亿,-74.65亿,,False,69.07亿,False,4.64亿,False,4.88亿,64.20亿,False,95.34亿,547.03亿,642.37亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2010-06-30,,16.00亿,-30.33亿,-18.38亿,64.71亿,563.03亿,,,253.53亿,12.04亿,False,114.62亿,19.92亿,431.16亿,142.87亿,41.77亿,42.74亿,21.54亿,16.58亿,17.03亿,461.49亿,-30.33亿,,891.07亿,14.27亿,346.50万,905.37亿,921.03亿,2.72亿,False,923.76亿,-18.38亿,,False,69.31亿,4.60亿,False,False,4.60亿,64.71亿,False,16.00亿,547.03亿,563.03亿,,,30.33亿,4.94亿,1.51亿,2420.30万,5476.50万,-13.10万,False,-1253.80万,False,False,-1.85亿,-9000.00,False,-326.42亿,273.82亿,False,False,False,-30.33亿,,,7.93亿,7.79亿,555.10亿,539.24亿,16.00亿
2010-03-31,,14.89亿,86.10亿,-67.51亿,-3.70亿,561.92亿,,,295.62亿,False,14.30亿,55.26亿,15.15亿,395.61亿,125.20亿,False,20.57亿,15.02亿,5.77亿,10.60亿,309.52亿,86.10亿,,530.67亿,3.06亿,False,533.73亿,600.20亿,1.04亿,False,601.24亿,-67.51亿,,False,False,False,3.70亿,False,3.70亿,-3.70亿,False,14.89亿,547.03亿,561.92亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2009-12-31,,175.79亿,321.94亿,-156.41亿,10.27亿,547.03亿,,,1321.98亿,False,1.90亿,207.14亿,14.60亿,1577.53亿,762.31亿,35.63亿,90.19亿,29.14亿,26.02亿,26.26亿,1255.60亿,321.94亿,,1392.70亿,24.90亿,67.20万,1417.61亿,1564.17亿,9.85亿,False,1574.02亿,-156.41亿,,15.00亿,15.00亿,False,4.64亿,False,4.73亿,10.27亿,False,175.79亿,371.24亿,547.03亿,,,50.31亿,15.75亿,2.64亿,3603.20万,9173.20万,-28.90万,False,133.20万,False,-30.94亿,2.29亿,False,False,-795.10亿,1071.74亿,False,False,False,321.94亿,,,7.79亿,9.82亿,539.24亿,361.43亿,175.79亿
2009-09-30,,67.72亿,-2.58亿,59.18亿,11.12亿,438.97亿,,,979.04亿,False,False,154.95亿,16.01亿,1217.31亿,768.94亿,43.26亿,73.68亿,22.72亿,23.85亿,52.61亿,1219.89亿,-2.58亿,,1103.77亿,19.07亿,83.40万,1122.85亿,1056.81亿,6.86亿,False,1063.67亿,59.18亿,,15.00亿,15.00亿,False,3.78亿,False,3.88亿,11.12亿,False,67.72亿,371.24亿,438.97亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2009-06-30,,66.61亿,38.45亿,17.03亿,11.14亿,437.86亿,,,627.75亿,False,67.91亿,105.14亿,16.33亿,854.27亿,588.85亿,42.35亿,50.29亿,16.23亿,15.10亿,28.60亿,815.82亿,38.45亿,,379.01亿,8.63亿,25.20万,387.65亿,368.10亿,2.52亿,False,370.62亿,17.03亿,,15.00亿,15.00亿,False,3.77亿,False,3.86亿,11.14亿,False,66.61亿,371.24亿,437.86亿,,,23.11亿,11.04亿,1.29亿,1573.50万,4279.60万,-8.10万,False,4100.90万,False,-18.02亿,1.63亿,-881.50万,False,-625.23亿,638.34亿,False,False,False,38.45亿,,,7.93亿,9.82亿,429.92亿,361.43亿,66.61亿
2009-03-31,,-6167.00万,27.06亿,-25.14亿,-2.54亿,370.63亿,,,421.21亿,False,121.72亿,54.62亿,12.45亿,632.57亿,358.56亿,111.49亿,30.75亿,10.27亿,8.02亿,4224.50万,605.51亿,27.06亿,,214.29亿,3.32亿,1394.30万,217.75亿,242.04亿,False,False,242.89亿,-25.14亿,,False,False,False,2.54亿,False,2.54亿,-2.54亿,False,-6167.00万,371.24亿,370.63亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2008-12-31,,65.69亿,243.43亿,-282.14亿,104.41亿,371.24亿,,,829.11亿,False,50.80亿,246.91亿,20.58亿,1373.57亿,736.38亿,147.83亿,128.13亿,23.63亿,18.21亿,42.74亿,1130.14亿,243.43亿,,1047.01亿,15.10亿,4297.70万,1063.15亿,1336.91亿,8.38亿,False,1345.29亿,-282.14亿,,80.00亿,106.02亿,False,1.02亿,False,1.62亿,104.41亿,False,65.69亿,305.55亿,371.24亿,,,6.14亿,73.34亿,2.12亿,2085.20万,7810.80万,15.80万,False,-6580.00万,False,-26.94亿,-8.30亿,-878.10万,False,-905.48亿,1102.29亿,False,False,False,243.43亿,,,9.82亿,10.62亿,361.43亿,294.93亿,65.69亿
2008-09-30,,176.64亿,395.46亿,-301.44亿,82.62亿,482.20亿,,,760.32亿,False,7.80亿,181.21亿,18.42亿,1043.05亿,392.50亿,81.75亿,92.15亿,18.12亿,13.42亿,34.06亿,647.60亿,395.46亿,,1000.65亿,14.39亿,1824.20万,1015.22亿,1311.88亿,4.78亿,False,1316.66亿,-301.44亿,,64.81亿,82.86亿,False,1471.60万,False,2391.60万,82.62亿,False,176.64亿,305.55亿,482.20亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2008-06-30,,28.16亿,92.87亿,-142.09亿,77.38亿,333.72亿,,,818.96亿,False,False,125.39亿,20.79亿,965.14亿,262.87亿,141.25亿,60.28亿,12.68亿,9.56亿,27.21亿,872.27亿,92.87亿,,479.38亿,3.57亿,1287.30万,483.08亿,624.18亿,9863.30万,False,625.17亿,-142.09亿,,64.81亿,77.55亿,737.50万,False,False,1657.50万,77.38亿,False,28.16亿,305.55亿,333.72亿,,,21.44亿,12.14亿,1.03亿,1013.50万,3758.40万,-140.80万,False,276.60万,False,-10.10亿,3.25亿,1.11亿,False,-722.35亿,786.57亿,False,False,False,92.87亿,,,11.34亿,10.62亿,322.38亿,294.93亿,28.16亿
