交易所,合约代码,合约名称,品种代码,品种名称,合约乘数,最小跳动,开仓费率,开仓费用/手,平仓费率,平仓费用/手,平今费率,平今费用/手,做多保证金率,做多保证金/手,做空保证金率,做空保证金/手,上日结算价,上日收盘价,最新价,成交量,持仓量,1手开仓费用,1手平仓费用,1手平今费用,做多1手保证金,做空1手保证金,1手市值,1Tick平仓盈亏,1Tick平仓净利,2Tick平仓净利,1Tick平仓收益率%,2Tick平仓收益率%,1Tick平今净利,2Tick平今净利,1Tick平今收益率%,2Tick平今收益率%,更新时间
CZCE,JR607,JR607,JR,粳稻,20,1.0,1e-06,3.01,1e-06,3.01,1e-06,3.01,0.25,0,0.25,0,2662.0,2662.0,2662.0,0,0,3.05,3.05,3.05,13310.0,13310.0,53240.0,20.0,13.89,33.89,0.104,0.255,13.89,33.89,0.104,0.255,2026-04-24 15:58:58
CZCE,JR609,JR609,JR,粳稻,20,1.0,1e-06,3.01,1e-06,3.01,1e-06,3.01,0.25,0,0.25,0,2662.0,2662.0,2662.0,0,0,3.05,3.05,3.05,13310.0,13310.0,53240.0,20.0,13.89,33.89,0.104,0.255,13.89,33.89,0.104,0.255,2026-04-24 15:58:58
CZCE,JR611,JR611,JR,粳稻,20,1.0,1e-06,3.01,1e-06,3.01,1e-06,3.01,0.25,0,0.25,0,2662.0,2662.0,2662.0,0,0,3.05,3.05,3.05,13310.0,13310.0,53240.0,20.0,13.89,33.89,0.104,0.255,13.89,33.89,0.104,0.255,2026-04-24 15:58:58
CZCE,JR701,JR701,JR,粳稻,20,1.0,1e-06,3.01,1e-06,3.01,1e-06,3.01,0.25,0,0.25,0,2662.0,2662.0,2662.0,0,0,3.05,3.05,3.05,13310.0,13310.0,53240.0,20.0,13.89,33.89,0.104,0.255,13.89,33.89,0.104,0.255,2026-04-24 15:58:58
CZCE,JR703,JR703,JR,粳稻,20,1.0,1e-06,3.01,1e-06,3.01,1e-06,3.01,0.25,0,0.25,0,2662.0,2662.0,2662.0,0,0,3.05,3.05,3.05,13310.0,13310.0,53240.0,20.0,13.89,33.89,0.104,0.255,13.89,33.89,0.104,0.255,2026-04-24 15:58:58
CZCE,MA605,MA605,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.16,0,0.16,0,3105.0,3097.0,3112.0,37298,59794,3.15,3.15,3.15,4979.2,4979.2,31120.0,10.0,3.71,13.71,0.074,0.275,3.71,13.71,0.074,0.275,2026-04-24 15:58:58
CZCE,MA606,MA606,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.13,0,0.13,0,3064.0,3071.0,3074.0,92484,84502,3.11,3.11,3.11,3996.2,3996.2,30740.0,10.0,3.78,13.78,0.095,0.345,3.78,13.78,0.095,0.345,2026-04-24 15:58:58
CZCE,MA607,MA607,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.13,0,0.13,0,2997.0,3011.0,3019.0,130262,86418,3.05,3.05,3.05,3924.7,3924.7,30190.0,10.0,3.89,13.89,0.099,0.354,3.89,13.89,0.099,0.354,2026-04-24 15:58:58
CZCE,MA608,MA608,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.13,0,0.13,0,2924.0,2941.0,2953.0,60187,29445,2.99,2.99,2.99,3838.9,3838.9,29530.0,10.0,4.03,14.03,0.105,0.365,4.03,14.03,0.105,0.365,2026-04-24 15:58:58
CZCE,MA609,MA609,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.13,0,0.13,0,2870.0,2879.0,2895.0,622610,631322,2.93,2.93,2.93,3763.5,3763.5,28950.0,10.0,4.14,14.14,0.11,0.376,4.14,14.14,0.11,0.376,2026-04-24 15:58:58
CZCE,MA610,MA610,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2793.0,2801.0,2820.0,133277,62862,2.85,2.85,2.85,1974.0,1974.0,28200.0,10.0,4.29,14.29,0.218,0.724,4.29,14.29,0.218,0.724,2026-04-24 15:58:58
CZCE,MA611,MA611,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2751.0,2758.0,2781.0,4004,8482,2.81,2.81,2.81,1946.7,1946.7,27810.0,10.0,4.37,14.37,0.225,0.738,4.37,14.37,0.225,0.738,2026-04-24 15:58:58
CZCE,MA612,MA612,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2740.0,2748.0,2766.0,1502,5519,2.8,2.8,2.8,1936.2,1936.2,27660.0,10.0,4.4,14.4,0.227,0.744,4.4,14.4,0.227,0.744,2026-04-24 15:58:58
CZCE,MA701,MA701,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2727.0,2735.0,2753.0,43987,105104,2.79,2.79,2.79,1927.1,1927.1,27530.0,10.0,4.43,14.43,0.23,0.749,4.43,14.43,0.23,0.749,2026-04-24 15:58:58
CZCE,MA702,MA702,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2702.0,2710.0,2725.0,266,1894,2.76,2.76,2.76,1907.5,1907.5,27250.0,10.0,4.49,14.49,0.235,0.759,4.49,14.49,0.235,0.759,2026-04-24 15:58:58
CZCE,MA703,MA703,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2684.0,2690.0,2704.0,468,1540,2.74,2.74,2.74,1892.8,1892.8,27040.0,10.0,4.53,14.53,0.239,0.768,4.53,14.53,0.239,0.768,2026-04-24 15:58:58
CZCE,MA704,MA704,MA,甲醇N,10,1.0,0.000101,0.01,0.000101,0.01,0.000101,0.01,0.07,0,0.07,0,2668.0,2675.0,2688.0,73,53,2.72,2.72,2.72,1881.6,1881.6,26880.0,10.0,4.56,14.56,0.242,0.774,4.56,14.56,0.242,0.774,2026-04-24 15:58:58
CZCE,OI605,OI605,OI,菜籽油,10,1.0,1e-06,2.01,1e-06,2.01,1e-06,2.01,0.1,0,0.1,0,9739.0,9733.0,9786.0,11333,14187,2.09,2.09,2.09,9786.0,9786.0,97860.0,10.0,5.82,15.82,0.06,0.162,5.82,15.82,0.06,0.162,2026-04-24 15:58:58
CZCE,OI607,OI607,OI,菜籽油,10,1.0,1e-06,2.01,1e-06,2.01,1e-06,2.01,0.07,0,0.07,0,9690.0,9681.0,9735.0,52558,92370,2.09,2.09,2.09,6814.5,6814.5,97350.0,10.0,5.82,15.82,0.085,0.232,5.82,15.82,0.085,0.232,2026-04-24 15:58:58
CZCE,OI609,OI609,OI,菜籽油,10,1.0,1e-06,2.01,1e-06,2.01,1e-06,2.01,0.07,0,0.07,0,9661.0,9648.0,9697.0,256870,233280,2.09,2.09,2.09,6787.9,6787.9,96970.0,10.0,5.82,15.82,0.086,0.233,5.82,15.82,0.086,0.233,2026-04-24 15:58:58
CZCE,OI611,OI611,OI,菜籽油,10,1.0,1e-06,2.01,1e-06,2.01,1e-06,2.01,0.07,0,0.07,0,9648.0,9647.0,9689.0,295,604,2.09,2.09,2.09,6782.3,6782.3,96890.0,10.0,5.82,15.82,0.086,0.233,5.82,15.82,0.086,0.233,2026-04-24 15:58:58
CZCE,OI701,OI701,OI,菜籽油,10,1.0,1e-06,2.01,1e-06,2.01,1e-06,2.01,0.07,0,0.07,0,9644.0,9629.0,9685.0,2598,7776,2.09,2.09,2.09,6779.5,6779.5,96850.0,10.0,5.83,15.83,0.086,0.233,5.83,15.83,0.086,0.233,2026-04-24 15:58:58
