商品,日期,今值,预测值,前值
美国Markit制造业PMI报告,2012-06-01,54.0,,53.9
美国Markit制造业PMI报告,2012-07-02,52.5,53.0,52.9
美国Markit制造业PMI报告,2012-07-24,51.8,52.1,52.5
美国Markit制造业PMI报告,2012-08-01,51.4,51.9,51.8
美国Markit制造业PMI报告,2012-08-23,51.9,51.3,51.4
美国Markit制造业PMI报告,2012-09-04,51.5,51.9,51.9
美国Markit制造业PMI报告,2012-09-20,51.5,51.6,51.5
美国Markit制造业PMI报告,2012-10-01,51.1,51.5,51.5
美国Markit制造业PMI报告,2012-10-24,51.3,51.6,51.1
美国Markit制造业PMI报告,2012-11-01,51.0,51.5,51.3
美国Markit制造业PMI报告,2012-11-21,52.4,51.2,51.0
美国Markit制造业PMI报告,2012-12-03,52.8,52.4,52.4
美国Markit制造业PMI报告,2012-12-14,54.2,52.6,52.8
美国Markit制造业PMI报告,2013-01-02,54.0,53.2,54.2
美国Markit制造业PMI报告,2013-01-24,56.1,53.2,54.0
美国Markit制造业PMI报告,2013-02-01,55.8,56.1,56.1
美国Markit制造业PMI报告,2013-02-21,55.2,55.6,55.8
美国Markit制造业PMI报告,2013-03-01,54.3,55.2,55.2
美国Markit制造业PMI报告,2013-03-21,54.9,55.1,54.3
美国Markit制造业PMI报告,2013-04-01,54.6,55.0,54.9
美国Markit制造业PMI报告,2013-04-23,52.0,54.0,54.6
美国Markit制造业PMI报告,2013-05-01,52.1,52.1,52.0
美国Markit制造业PMI报告,2013-05-23,51.9,51.8,52.1
美国Markit制造业PMI报告,2013-06-03,52.3,52.0,52.0
美国Markit制造业PMI报告,2013-06-20,52.2,52.5,52.3
美国Markit制造业PMI报告,2013-07-01,51.9,52.4,52.2
美国Markit制造业PMI报告,2013-07-24,53.2,52.5,51.9
美国Markit制造业PMI报告,2013-08-01,53.7,53.1,53.2
美国Markit制造业PMI报告,2013-08-22,53.9,54.0,53.7
美国Markit制造业PMI报告,2013-09-03,53.1,53.9,53.9
美国Markit制造业PMI报告,2013-09-23,52.8,54.0,53.1
