商品,日期,今值,预测值,前值
美国新屋开工总数年化报告,1976-07-01,150.0,,146.0
美国新屋开工总数年化报告,1976-08-01,140.0,,150.0
美国新屋开工总数年化报告,1976-09-01,155.0,,140.0
美国新屋开工总数年化报告,1976-10-01,172.0,,155.0
美国新屋开工总数年化报告,1976-11-01,163.0,,172.0
美国新屋开工总数年化报告,1976-12-01,164.0,,163.0
美国新屋开工总数年化报告,1977-01-01,180.0,,164.0
美国新屋开工总数年化报告,1977-02-01,153.0,,180.0
美国新屋开工总数年化报告,1977-03-01,194.0,,153.0
美国新屋开工总数年化报告,1977-04-01,206.0,,194.0
美国新屋开工总数年化报告,1977-05-01,189.0,,206.0
美国新屋开工总数年化报告,1977-06-01,197.0,,189.0
美国新屋开工总数年化报告,1977-07-01,189.0,,197.0
美国新屋开工总数年化报告,1977-08-01,206.0,,189.0
美国新屋开工总数年化报告,1977-09-01,202.0,,206.0
美国新屋开工总数年化报告,1977-10-01,195.0,,202.0
美国新屋开工总数年化报告,1977-11-01,204.0,,195.0
美国新屋开工总数年化报告,1977-12-01,204.0,,204.0
美国新屋开工总数年化报告,1978-01-01,214.0,,204.0
美国新屋开工总数年化报告,1978-02-01,172.0,,214.0
美国新屋开工总数年化报告,1978-03-01,174.0,,172.0
美国新屋开工总数年化报告,1978-04-01,203.0,,174.0
