商品,日期,今值,预测值,前值
美国新屋开工总数年化报告,1970-01-01,133.0,,
美国新屋开工总数年化报告,1970-02-01,109.0,,133.0
美国新屋开工总数年化报告,1970-03-01,131.0,,109.0
美国新屋开工总数年化报告,1970-04-01,132.0,,131.0
美国新屋开工总数年化报告,1970-05-01,126.0,,132.0
美国新屋开工总数年化报告,1970-06-01,129.0,,126.0
美国新屋开工总数年化报告,1970-07-01,139.0,,129.0
美国新屋开工总数年化报告,1970-08-01,152.0,,139.0
美国新屋开工总数年化报告,1970-09-01,140.0,,152.0
美国新屋开工总数年化报告,1970-10-01,153.0,,140.0
美国新屋开工总数年化报告,1970-11-01,158.0,,153.0
美国新屋开工总数年化报告,1970-12-01,165.0,,158.0
美国新屋开工总数年化报告,1971-01-01,189.0,,165.0
美国新屋开工总数年化报告,1971-02-01,183.0,,189.0
美国新屋开工总数年化报告,1971-03-01,174.0,,183.0
美国新屋开工总数年化报告,1971-04-01,191.0,,174.0
美国新屋开工总数年化报告,1971-05-01,199.0,,191.0
美国新屋开工总数年化报告,1971-06-01,205.0,,199.0
美国新屋开工总数年化报告,1971-07-01,203.0,,205.0
美国新屋开工总数年化报告,1971-08-01,208.0,,203.0
美国新屋开工总数年化报告,1971-09-01,216.0,,208.0
美国新屋开工总数年化报告,1971-10-01,204.0,,216.0
美国新屋开工总数年化报告,1971-11-01,213.0,,204.0
美国新屋开工总数年化报告,1971-12-01,218.0,,213.0
美国新屋开工总数年化报告,1972-01-01,230.0,,218.0
美国新屋开工总数年化报告,1972-02-01,249.0,,230.0
美国新屋开工总数年化报告,1972-03-01,239.0,,249.0
美国新屋开工总数年化报告,1972-04-01,233.0,,239.0
美国新屋开工总数年化报告,1972-05-01,225.0,,233.0
美国新屋开工总数年化报告,1972-06-01,222.0,,225.0
美国新屋开工总数年化报告,1972-07-01,225.0,,222.0
美国新屋开工总数年化报告,1972-08-01,225.0,,225.0
美国新屋开工总数年化报告,1972-09-01,238.0,,225.0
美国新屋开工总数年化报告,1972-10-01,248.0,,238.0
美国新屋开工总数年化报告,1972-11-01,249.0,,248.0
美国新屋开工总数年化报告,1972-12-01,242.0,,249.0
美国新屋开工总数年化报告,1973-01-01,237.0,,242.0
美国新屋开工总数年化报告,1973-02-01,248.0,,237.0
美国新屋开工总数年化报告,1973-03-01,229.0,,248.0
美国新屋开工总数年化报告,1973-04-01,237.0,,229.0
美国新屋开工总数年化报告,1973-05-01,208.0,,237.0
美国新屋开工总数年化报告,1973-06-01,227.0,,208.0
美国新屋开工总数年化报告,1973-07-01,207.0,,227.0
美国新屋开工总数年化报告,1973-08-01,212.0,,207.0
美国新屋开工总数年化报告,1973-09-01,205.0,,212.0
美国新屋开工总数年化报告,1973-10-01,187.0,,205.0
美国新屋开工总数年化报告,1973-11-01,168.0,,187.0
美国新屋开工总数年化报告,1973-12-01,172.0,,168.0
美国新屋开工总数年化报告,1974-01-01,153.0,,172.0
美国新屋开工总数年化报告,1974-02-01,145.0,,153.0
美国新屋开工总数年化报告,1974-03-01,175.0,,145.0
美国新屋开工总数年化报告,1974-04-01,156.0,,175.0
美国新屋开工总数年化报告,1974-05-01,161.0,,156.0
美国新屋开工总数年化报告,1974-06-01,143.0,,161.0
美国新屋开工总数年化报告,1974-07-01,151.0,,143.0
美国新屋开工总数年化报告,1974-08-01,132.0,,151.0
美国新屋开工总数年化报告,1974-09-01,114.0,,132.0
美国新屋开工总数年化报告,1974-10-01,115.0,,114.0
美国新屋开工总数年化报告,1974-11-01,107.0,,115.0
美国新屋开工总数年化报告,1974-12-01,103.0,,107.0
美国新屋开工总数年化报告,1975-01-01,98.0,,103.0
美国新屋开工总数年化报告,1975-02-01,103.0,,98.0
美国新屋开工总数年化报告,1975-03-01,90.0,,103.0
美国新屋开工总数年化报告,1975-04-01,99.0,,90.0
美国新屋开工总数年化报告,1975-05-01,101.0,,99.0
美国新屋开工总数年化报告,1975-06-01,112.0,,101.0
美国新屋开工总数年化报告,1975-07-01,109.0,,112.0
美国新屋开工总数年化报告,1975-08-01,123.0,,109.0
美国新屋开工总数年化报告,1975-09-01,126.0,,123.0
美国新屋开工总数年化报告,1975-10-01,126.0,,126.0
美国新屋开工总数年化报告,1975-11-01,134.0,,126.0
美国新屋开工总数年化报告,1975-12-01,136.0,,134.0
美国新屋开工总数年化报告,1976-01-01,132.0,,136.0
美国新屋开工总数年化报告,1976-02-01,137.0,,132.0
美国新屋开工总数年化报告,1976-03-01,154.0,,137.0
美国新屋开工总数年化报告,1976-04-01,142.0,,154.0
美国新屋开工总数年化报告,1976-05-01,140.0,,142.0
美国新屋开工总数年化报告,1976-06-01,146.0,,140.0
